借款标题,投资记录ID,用户ID,还款金额（单位元，保留两位小数）,利息
消费贷A007378282,100673008,6997102,16.99,0.12
消费贷A007378570,100693504,6997102,16.99,0.12
消费贷A007379383,100736727,6997102,83.63,1.76
消费贷A007379965,100767765,6997102,16.99,0.12
消费贷A007381826,100851547,6997102,50.55,0.7
消费贷A007382311,100881815,6997102,50.55,0.7
消费贷A004992349,72038159,7941073,34.55,0.83
消费贷A005153154,72253955,7941073,29.21,0.7
消费贷A005426427,72899030,3352017,92.90,0.88
消费贷A005465989,73251172,7747525,86.10,1.87
消费贷A004575911,71490534,1389069,41.54,0.98
消费贷A005315127,72531456,10925497,22.87,0.63
消费贷A004742838,71720139,1426963,139.69,1.37
消费贷A005445644,73094564,8328962,410.28,7.18
消费贷A007344094,99137757,6261556,87.04,0.68
消费贷A007355836,99600858,6261556,17.11,0.12
消费贷A007360145,99773871,6261556,17.09,0.12
消费贷A007361047,99807033,6261556,17.09,0.12
消费贷A007362819,99895474,6261556,34.02,0.37
消费贷A007368287,100154205,6261556,34.16,0.36
消费贷A007378397,100680915,6261556,67.82,1.2
消费贷A007378519,100688580,6261556,67.82,1.2
消费贷A007379622,100748406,6261556,51.05,0.72
消费贷A004168691,70919899,7392184,27.68,0.51
消费贷A004380571,71242306,7392184,4.77,0.04
消费贷A007378466,100685245,750,67.15,1.17
消费贷A007378872,100714442,750,67.15,1.17
消费贷A005422686,72870273,11128194,4.77,0.04
消费贷A005482342,73390339,10526867,259.88,11.46
消费贷A007368799,100169482,2042071,169.05,1.79
消费贷A007368799,100169501,2042071,34.17,0.36
消费贷A007380842,100810703,2042071,169.08,1.79
消费贷A005430488,72937815,7405683,315.77,12.19
消费贷A004958081,71991391,4717419,20.44,0.49
消费贷A007341310,99063833,11085426,172.11,4.09
消费贷A005534322,73965260,11675798,31.55,1.12
消费贷A007383987,100984141,3137190,33.96,0.24
消费贷A007383084,100911413,11813657,169.66,1.2
消费贷A007357905,99687167,5667834,17.01,0.12
消费贷A005423907,72879941,2275356,324.90,3.11
消费贷A005423907,72879977,2275356,119.40,1.14
消费贷A005531708,73935619,11670819,31.55,1.12
消费贷A007380182,100776475,11677570,52.87,1.37
消费贷A007383984,100984436,11677570,28.37,0.2
消费贷A005435175,72988105,9816158,138.64,1.98
消费贷A005423203,72873286,11135709,4.77,0.04
消费贷A005435235,72988843,8130528,138.64,1.98
消费贷A007352652,99409473,7177247,8.76,0.06
消费贷A007353873,99507152,1383040,17.01,0.12
消费贷A007373328,100390516,1383040,33.83,0.35
消费贷A007378585,100694818,1383040,16.99,0.12
消费贷A007381147,100821986,1383040,83.63,1.76
消费贷A005421955,72865118,8289471,185.70,1.77
消费贷A004352251,71197345,8556503,13.91,0.25
消费贷A005410864,72773510,10938542,4.77,0.04
消费贷A005491490,73473854,5066451,67.87,1.77
消费贷A005491466,73473856,5066451,94.19,3.29
消费贷A005417202,72830980,11109278,4.77,0.04
消费贷A007355836,99600766,2920490,17.38,0.13
消费贷A007369440,100201431,2920490,50.68,0.71
消费贷A007374395,100443406,2920490,50.80,0.71
消费贷A007376391,100557281,2920490,67.39,1.18
消费贷A007377616,100632077,2920490,67.49,1.18
消费贷A007379844,100760556,2920490,34.11,0.36
消费贷A005428451,72914163,11149921,59.51,0.56
消费贷A007368462,100160702,18220,50.55,0.7
消费贷A007368462,100160705,18220,50.55,0.7
消费贷A007369042,100182557,18220,33.83,0.35
消费贷A004593048,71505795,10410798,18.41,0.42
消费贷A005415068,72812552,248421,6.03,0.05
消费贷A005525891,73828280,248421,38.29,1.4
消费贷A007383969,100984036,5028801,260.62,1.84
消费贷A005429221,72921872,6613413,271.96,9.17
消费贷A005423238,72873738,2540753,9.95,0.09
消费贷A004643026,71581762,7164938,46.93,1.1
消费贷A004732694,71697245,7164938,23.66,0.55
消费贷A007372023,100318077,7164938,69.62,1.3
消费贷A004742830,71717862,419295,24.65,0.6
消费贷A005416254,72822628,419295,6.53,0.06
消费贷A005407733,72746874,1489614,21.75,0.5
消费贷A005452300,73147514,11178212,11.95,0.13
消费贷A005453858,73160459,11178212,13.78,0.23
消费贷A005532542,73951071,5665856,269.81,12.47
消费贷A005533209,73951083,5665856,59.90,2.18
消费贷A007351107,99360293,398030,61.23,0.48
消费贷A005435654,72993891,10562409,184.94,2.65
消费贷A005410003,72765213,2730511,76.82,2.19
消费贷A005416228,72822419,2730511,27.79,0.91
消费贷A005423626,72875921,2730511,70.78,2.36
消费贷A005490936,73469960,2730511,34.61,0.9
消费贷A007372711,100362124,7373943,34.38,0.62
消费贷A007380786,100808376,7373943,36.23,0.37
消费贷A007383942,100983791,7373943,122.00,3.64
消费贷A007368759,100169205,4963568,252.67,3.57
消费贷A005531283,73915628,9916561,52.80,3.12
消费贷A005539765,74139240,9916561,35.88,1.44
消费贷A005539075,74161379,9916561,11.95,0.13
消费贷A005541891,74229042,9916561,11.95,0.13
消费贷A005544317,74284565,9916561,35.88,1.44
消费贷A005545657,74367048,9916561,11.95,0.13
消费贷A005549883,74588474,9916561,17.39,0.19
消费贷A007312370,98361943,9916561,34.44,0.66
消费贷A007329868,98728466,9916561,42.86,0.99
消费贷A007343220,99111807,9916561,8.76,0.06
消费贷A007352794,99417230,11520055,26.15,0.2
消费贷A007369299,100191899,11520055,34.38,0.62
消费贷A005410174,72766699,2677182,24.38,0.68
消费贷A005406551,72737130,4137672,22.87,0.63
消费贷A005414935,72812623,4137672,92.90,0.88
消费贷A005427423,72905465,4137672,23.36,0.22
消费贷A005036892,72097260,380211,53.29,1.3
消费贷A007375377,100494883,12046529,44.51,0.98
消费贷A005479809,73375163,6954142,171.69,4.5
消费贷A005429519,72926723,2997437,461.86,6.64
消费贷A007354266,99516169,6996152,17.01,0.12
消费贷A007363100,99915131,6996152,33.86,0.37
消费贷A007363100,99915138,6996152,71.18,0.79
消费贷A007363310,99922628,6996152,36.80,0.4
消费贷A007370177,100235426,6996152,50.55,0.7
消费贷A007372175,100328900,6996152,50.55,0.7
消费贷A007373792,100415902,6996152,67.15,1.17
消费贷A007375993,100535251,6996152,50.55,0.7
消费贷A007381826,100851588,6996152,50.55,0.7
消费贷A007381392,100833452,4058289,84.84,0.6
消费贷A007359152,99739847,3306064,17.01,0.12
消费贷A007374468,100446956,3306064,16.99,0.12
消费贷A007376626,100569699,3306064,67.15,1.17
消费贷A007378570,100693244,3306064,16.99,0.12
消费贷A007378820,100709353,3306064,16.99,0.12
消费贷A007382916,100901185,3306064,16.99,0.12
消费贷A005431987,72955394,11158079,46.33,0.66
消费贷A005433243,72968796,11158079,29.96,0.26
消费贷A005439110,73030937,11158079,27.68,0.51
消费贷A004204550,70974718,2968812,413.71,7.94
消费贷A004238922,71024697,2968812,13.91,0.25
消费贷A004427921,71295758,2968812,551.59,10.59
消费贷A007365199,99990561,11992063,129.52,2.04
消费贷A007371415,100291148,12054094,37.30,0.39
消费贷A007373791,100414057,12054094,68.62,1.2
消费贷A007379111,100725115,12054094,53.46,0.74
消费贷A007381697,100842662,12054094,87.65,1.85
消费贷A007373952,100419629,10583153,220.25,4.95
消费贷A005422044,72865847,11109099,232.47,2.22
消费贷A007334624,98848279,9027267,42.86,0.99
消费贷A007334624,98848285,9027267,85.68,2.01
消费贷A007354158,99514021,9027267,17.01,0.12
消费贷A007373729,100410217,9027267,67.15,1.17
消费贷A007374035,100427297,9027267,42.80,0.94
消费贷A007374330,100438268,9027267,16.99,0.12
消费贷A005418679,72840590,2556996,191.06,6.44
消费贷A005419688,72848050,11119855,4.77,0.04
消费贷A005296985,72503173,10894755,65.11,1.86
消费贷A005414285,72808373,10894755,13.26,0.12
消费贷A005432912,72964925,10894755,14.99,0.13
消费贷A005521885,73772346,9242833,157.39,5.79
消费贷A005538377,74147074,9242833,8.76,0.06
消费贷A005531203,73911007,2200975,32.93,1.18
消费贷A005409348,72757001,1811599,22.87,0.63
消费贷A005402414,72714566,7410424,163.40,4.69
消费贷A007341713,99072489,8642382,17.46,0.13
消费贷A007342415,99092103,8642382,52.25,0.41
消费贷A007342415,99092105,8642382,22.18,0.17
消费贷A005411652,72783972,3762266,4.77,0.04
消费贷A005427540,72906406,3762266,74.22,2.49
消费贷A005498547,73543194,3762266,48.88,1.33
消费贷A005537416,74044726,3762266,42.03,1.52
消费贷A007373166,100383519,2130899,171.72,3.2
消费贷A005153199,72254051,1584036,33.84,0.82
消费贷A005411352,72780018,8785683,46.54,0.44
消费贷A005448460,73117357,1028904,683.73,11.99
消费贷A007339410,99003931,195761,452.50,10.77
消费贷A005334963,72568207,6569203,55.60,1.58
消费贷A005502632,73587528,11442566,485.63,27.07
消费贷A007373627,100404878,6295729,33.83,0.35
消费贷A007347830,99266673,11745400,261.03,2.06
消费贷A007369345,100196365,11745400,34.38,0.62
消费贷A007372827,100366648,11745400,34.38,0.62
消费贷A007373996,100424484,11745400,67.15,1.17
消费贷A007375895,100532994,11745400,67.15,1.17
消费贷A007384053,100984779,1723910,66.45,0.47
消费贷A007337870,98953067,2265951,428.23,10.19
消费贷A004203137,70988022,7322350,143.95,2.75
消费贷A007356495,99629466,7322350,173.35,2.05
消费贷A005412661,72795069,11092541,4.77,0.04
消费贷A005269421,72461837,10630810,22.87,0.63
消费贷A005269421,72461907,10630810,22.87,0.63
消费贷A007351659,99376672,11855983,52.25,0.41
消费贷A005352999,72596915,5661799,74.94,1.07
消费贷A005422587,72869588,6342903,73.41,2.44
消费贷A007306545,98196417,4578529,25.95,0.39
消费贷A007357422,99670559,11296331,25.96,0.19
消费贷A007384069,100984904,11296331,67.28,2
消费贷A005431076,72945241,399233,91.62,3.5
消费贷A007343120,99109949,5208788,17.46,0.13
消费贷A007343120,99109951,5208788,43.56,0.34
消费贷A007343128,99110102,5208788,8.76,0.06
消费贷A005490901,73469687,7570848,64.70,1.68
消费贷A004749983,71722611,9767065,432.48,4.25
消费贷A007383925,100983290,1047073,29.64,0.2
消费贷A004598920,71523804,6241587,286.83,6.88
消费贷A005427961,72909969,6241587,160.39,1.53
消费贷A007371123,100275319,11751073,34.38,0.62
消费贷A005471327,73298797,4967246,22.37,0.46
消费贷A005509837,73670752,7588549,73.10,4.03
消费贷A007383983,100984026,15041,51.81,0.36
消费贷A005468162,73264939,11283319,43.23,1.86
消费贷A005420421,72854618,2311976,278.56,9.38
消费贷A007365472,100003846,7881512,96.49,1.08
消费贷A007378581,100694576,12094218,67.15,1.17
消费贷A007361469,99829551,3208583,169.82,1.27
消费贷A007354548,99523460,11666172,17.39,0.19
消费贷A007361723,99841275,11666172,67.74,2.39
消费贷A005408714,72753139,9966291,229.51,6.61
消费贷A005427961,72909971,8713827,8.18,0.07
消费贷A007372791,100364653,11365531,50.55,0.7
消费贷A007374874,100466807,11365531,16.99,0.12
消费贷A007374974,100472850,11365531,16.99,0.12
消费贷A007379240,100730882,11365531,16.99,0.12
消费贷A005410721,72772731,8594409,199.56,1.91
消费贷A005410740,72772733,8594409,300.17,2.87
消费贷A004946320,71974977,1471300,15.14,0.27
消费贷A005435237,72988881,7366457,252.62,9.74
消费贷A004443605,71327971,5537853,144.56,2.76
消费贷A005330807,72565901,10951791,22.87,0.63
消费贷A005330807,72565937,10951791,227.73,6.57
消费贷A004991175,72036036,2350090,18.44,0.44
消费贷A005193004,72310879,2350090,23.30,0.54
消费贷A005423976,72881088,2350090,4.77,0.04
消费贷A005429111,72920496,2350090,4.77,0.04
消费贷A005429910,72930780,2350090,9.36,0.12
消费贷A007365296,99993026,9820610,33.86,0.37
消费贷A007379820,100759722,9820610,83.63,1.76
消费贷A007380255,100779274,9820610,50.55,0.7
消费贷A004701535,71653598,9614976,183.08,4.39
消费贷A005453754,73160311,9614976,219.01,3.83
消费贷A007375895,100533174,6385099,335.70,5.94
消费贷A007379788,100756861,6385099,169.05,1.79
消费贷A007343422,99116787,8072722,193.59,1.53
消费贷A007343440,99117125,8072722,51.05,0.4
消费贷A005471259,73298305,6962766,78.13,3.41
消费贷A005415352,72813798,11100314,27.29,0.89
消费贷A005443963,73079610,4623593,136.82,2.39
消费贷A005419681,72848035,2050879,27.29,0.89
消费贷A007366879,100080370,12040649,338.35,3.8
消费贷A007366879,100080382,12040649,33.86,0.37
消费贷A005443040,73069197,4010275,51.38,0.89
消费贷A005487142,73440332,4010275,245.08,6.44
消费贷A005191064,72307619,7704158,38.26,0.54
消费贷A005426708,72901058,7704158,14.38,0.13
消费贷A005426652,72901072,7704158,10.12,0.09
消费贷A005474322,73325268,7704158,106.73,4.68
消费贷A005059078,72128205,9622245,18.44,0.44
消费贷A005232947,72423702,9622245,22.87,0.63
消费贷A005410185,72766777,9622245,59.98,1.71
消费贷A007366185,100046480,3076679,33.86,0.37
消费贷A007370552,100253548,3076679,16.99,0.12
消费贷A007378570,100693281,3076679,16.99,0.12
消费贷A005416424,72824040,11105039,4.77,0.04
消费贷A005409272,72756910,164350,34.70,0.98
消费贷A005449915,73128547,8713944,35.95,1.39
消费贷A004640705,71576169,1694592,467.76,11.24
消费贷A007348966,99296203,11064024,81.29,0.64
消费贷A007350177,99334236,11064024,69.39,1.89
消费贷A007376515,100562468,11064024,196.60,4.42
消费贷A004167213,70924668,9786754,25.20,0.48
消费贷A007357208,99659140,11454957,339.61,2.54
消费贷A005417967,72836566,11112842,30.02,0.97
消费贷A005538651,74157493,7595206,8.76,0.06
消费贷A007379788,100756752,7595206,169.05,1.79
消费贷A004576699,71503657,10409927,18.41,0.42
消费贷A005520037,73760402,11579154,236.74,5.93
消费贷A005527989,73865507,11579154,9.50,0.07
消费贷A005435175,72988107,3822072,9.36,0.12
消费贷A005492592,73496366,1406660,119.85,3.14
消费贷A005415837,72818175,7476788,92.90,0.88
消费贷A005420075,72852330,7476788,275.84,5.29
消费贷A004576699,71503467,10409099,18.41,0.42
消费贷A005206651,72340206,10604843,18.41,0.42
消费贷A004532727,71427153,6961491,198.51,4.76
消费贷A005412952,72797792,10810505,46.54,0.44
消费贷A007336264,98898957,7318814,17.39,0.19
消费贷A007354835,99540958,7318814,17.01,0.12
消费贷A005434343,72978366,2860272,94.19,1.35
消费贷A005411525,72781294,11085060,5.25,0.04
消费贷A007345371,99184001,5206527,17.46,0.13
消费贷A007355246,99560845,5206527,50.97,0.38
消费贷A005437351,73011487,2493240,216.03,8.32
消费贷A005413110,72799863,11094732,4.77,0.04
消费贷A005327568,72559900,10898429,22.87,0.63
消费贷A007375201,100485666,8642632,427.99,9.65
消费贷A007377687,100634169,5307302,90.96,0.64
消费贷A007383927,100983407,5307302,84.84,0.6
消费贷A005410563,72771363,157737,83.37,2.39
消费贷A005392341,72691623,7998308,78.26,2.24
消费贷A007365216,99991124,37214,51.90,0.57
消费贷A007371096,100273681,37214,51.16,0.72
消费贷A007371478,100293374,37214,34.65,0.36
消费贷A007373623,100404522,37214,20.49,0.14
消费贷A007376285,100550453,37214,69.16,1.2
消费贷A007379031,100719837,37214,35.10,0.36
消费贷A007379383,100736607,37214,105.64,2.24
消费贷A007380832,100806397,37214,67.82,1.2
消费贷A007381548,100838496,37214,24.77,0.17
消费贷A005527969,73863102,2519506,12.86,0.1
消费贷A005428729,72916205,10413682,4.77,0.04
消费贷A004575959,71493998,2222463,54.71,1.3
消费贷A007366408,100062292,10970703,33.86,0.37
消费贷A007367423,100099713,10970703,17.01,0.12
消费贷A007372653,100354756,10970703,50.55,0.7
消费贷A007374142,100430846,10970703,67.15,1.17
消费贷A007375935,100533750,10970703,50.55,0.7
消费贷A005232930,72422626,8225455,227.73,6.57
消费贷A007355894,99603696,11697947,17.01,0.12
消费贷A005423972,72880746,11140570,4.77,0.04
消费贷A005428502,72914041,11155982,4.77,0.04
消费贷A005411399,72780338,4703445,92.90,0.88
消费贷A005516387,73737680,11563406,27.18,0.84
消费贷A005540001,74167035,11155991,89.46,0.7
消费贷A007363099,99915097,6089940,33.86,0.37
消费贷A007366534,100068103,6089940,33.86,0.37
消费贷A007372363,100338743,6089940,50.55,0.7
消费贷A007378699,100702533,6089940,16.99,0.12
消费贷A007379054,100721508,6089940,16.99,0.12
消费贷A007379824,100760115,6089940,33.83,0.35
消费贷A007379997,100768274,6089940,16.99,0.12
消费贷A007381230,100827669,6089940,50.55,0.7
消费贷A007381997,100861830,6089940,83.63,1.76
消费贷A007383924,100983428,6089940,16.99,0.12
消费贷A007373623,100404555,11325330,16.99,0.12
消费贷A007374142,100430722,11325330,67.15,1.17
消费贷A007354530,99522887,2444849,17.01,0.12
消费贷A007354530,99522893,2444849,17.01,0.12
消费贷A007354530,99522901,2444849,17.01,0.12
消费贷A007354950,99545363,2444849,17.01,0.12
消费贷A007370320,100241572,2444849,50.55,0.7
消费贷A007372824,100365651,2444849,50.55,0.7
消费贷A007374917,100468328,2444849,50.55,0.7
消费贷A007378690,100701192,2444849,16.99,0.12
消费贷A007381227,100823597,2444849,50.55,0.7
消费贷A005466224,73251925,7190797,48.33,1.04
消费贷A005435915,72995794,8682609,32.58,1.23
消费贷A005423666,72878482,6030866,92.90,0.88
消费贷A007374800,100460517,1485289,16.99,0.12
消费贷A007377325,100612309,1485289,67.15,1.17
消费贷A004239306,71026221,4924394,127.22,2.42
消费贷A005388069,72673692,2258145,33.07,0.93
消费贷A005192891,72309990,10490674,92.49,1.32
消费贷A005531287,73917058,3609851,31.55,1.12
消费贷A005531298,73924580,3609851,31.55,1.12
消费贷A005531330,73932546,3609851,31.55,1.12
消费贷A007360850,99796138,2876807,33.86,0.37
消费贷A007365208,99990900,2876807,33.86,0.37
消费贷A007378820,100708914,2876807,16.99,0.12
消费贷A007380027,100768793,2876807,16.99,0.12
消费贷A007381310,100826715,2876807,16.99,0.12
消费贷A005463133,73223883,11308675,113.05,2.96
消费贷A005463731,73231768,11308675,285.08,6.24
消费贷A005463731,73231795,11308675,34.21,0.73
消费贷A005538377,74146984,11519566,8.76,0.06
消费贷A005541063,74187811,11519566,8.76,0.06
消费贷A005437020,73007934,7994020,14.44,0.12
消费贷A007357905,99687154,1420147,17.38,0.13
消费贷A005422703,72870386,6955884,92.90,0.88
消费贷A004615109,71550637,7842534,644.12,15.49
消费贷A005452350,73150458,2509928,73.88,1.28
消费贷A007383980,100984116,2509928,102.71,0.72
消费贷A007379137,100726101,10582403,280.64,4.97
消费贷A005482824,73395964,11404454,22.68,0.57
消费贷A004781764,71770725,7216329,183.49,4.51
消费贷A007329970,98730842,10212686,34.44,0.66
消费贷A007330574,98745172,10212686,42.86,0.99
消费贷A007334217,98838046,10212686,8.76,0.06
消费贷A007342401,99091874,10212686,17.46,0.13
消费贷A007343034,99106923,10212686,17.46,0.13
消费贷A007349552,99315587,10212686,8.76,0.06
消费贷A005442243,73060421,4790,44.10,0.84
消费贷A005453041,73159402,4790,52.04,0.9
消费贷A005471259,73298304,4790,84.62,3.69
消费贷A005433638,72972431,195209,57.29,0.81
消费贷A005535895,73984875,11066288,319.18,11.76
消费贷A007364052,99949187,11659746,33.86,0.37
消费贷A007382403,100884396,11659746,16.99,0.12
消费贷A007382811,100898105,11659746,83.63,1.76
消费贷A007383934,100983781,11659746,59.45,1.76
消费贷A007374800,100460546,1412262,88.76,0.62
消费贷A005414502,72809038,2639051,4.77,0.04
消费贷A005416772,72826957,2639051,139.36,4.67
消费贷A005437989,73021538,2639051,10.82,0.15
消费贷A005516659,73738726,2639051,29.08,0.91
消费贷A004203175,70992308,17927,23.99,0.44
消费贷A005429652,72928322,1157274,9.36,0.12
消费贷A007342734,99099147,5452960,261.03,2.06
消费贷A007366706,100074287,5452960,84.93,0.63
消费贷A005415440,72814393,8596007,23.50,0.22
消费贷A007359313,99748642,12010887,17.01,0.12
消费贷A005431434,72948262,6418927,46.33,0.66
消费贷A005432926,72965025,6418927,40.07,0.34
消费贷A005444901,73087771,6418927,61.06,1.05
消费贷A005444902,73087780,6418927,86.90,1.5
消费贷A005501962,73579807,11490804,27.18,0.84
消费贷A007358748,99725146,9964682,17.01,0.12
消费贷A005412556,72794005,11091595,4.77,0.04
消费贷A007333674,98821307,8327399,132.72,3.15
消费贷A005430368,72935693,2017470,98.31,1.41
消费贷A007383966,100984023,3567752,112.94,0.79
消费贷A007383983,100984024,3567752,245.48,1.73
消费贷A007354573,99525810,1477509,50.97,0.38
消费贷A007371120,100275573,1477509,33.83,0.35
消费贷A007383937,100983513,11672407,96.54,0.68
消费贷A007383979,100984075,11672407,169.66,1.2
消费贷A007383970,100984166,11672407,130.00,0.92
消费贷A005425900,72893558,7255997,92.90,0.88
消费贷A005418860,72841364,600315,792.93,26.78
消费贷A005412672,72795926,11092926,4.77,0.04
消费贷A005325207,72557876,8599428,6.47,0.06
消费贷A005532463,73948023,8599428,31.55,1.12
消费贷A005534185,73963496,8599428,44.58,2.2
消费贷A005537436,74044969,8599428,52.80,3.12
消费贷A005539791,74141133,8599428,36.60,1.49
消费贷A005543008,74260052,8599428,41.55,1.37
消费贷A005543844,74271346,8599428,36.83,1.49
消费贷A007374026,100427168,8599428,42.80,0.94
消费贷A007375173,100485403,8599428,42.80,0.94
消费贷A005382874,72662437,3909668,37.24,0.35
消费贷A007321471,98583106,6972484,303.87,6.02
消费贷A005409358,72757017,8135990,136.67,3.93
消费贷A005432276,72957890,5454399,10.88,0.15
消费贷A005463727,73231698,5454399,47.36,1.64
消费贷A005513011,73705597,5454399,96.04,3.06
消费贷A005189778,72305387,10676290,18.41,0.42
消费贷A004410411,71261979,7129202,866.94,16.65
消费贷A007370665,100259054,12035771,293.26,5.49
消费贷A007373363,100391836,1441673,50.55,0.7
消费贷A005423703,72878918,3311399,89.24,0.85
消费贷A004716959,71683714,6699223,548.97,13.2
消费贷A005232442,72399611,2927953,138.00,2.64
消费贷A005433404,72970427,2927953,12.42,0.16
消费贷A005433685,72972913,2927953,9.36,0.12
消费贷A007352766,99416569,2927953,261.03,2.06
消费贷A005489302,73456039,1072907,44.42,2.11
消费贷A005424231,72881264,106001,244.77,2.34
消费贷A005444594,73085011,3956101,136.82,2.39
消费贷A005547674,74458888,3150828,22.94,0.18
消费贷A007335900,98888269,3150828,43.17,0.67
消费贷A005409272,72756916,9779268,22.87,0.63
消费贷A004536759,71437633,7192950,66.83,1.59
消费贷A004536759,71437741,7192950,848.14,20.4
消费贷A005453951,73160559,1939330,19.20,0.32
消费贷A005299515,72505629,1312578,54.73,1.56
消费贷A005527989,73865501,3775923,297.89,2.48
消费贷A007363100,99915132,3206407,33.86,0.37
消费贷A007373852,100419007,3206407,16.99,0.12
消费贷A004190025,70952212,646284,49.02,0.92
消费贷A005477408,73357595,8278952,83.91,1.82
消费贷A007383940,100983613,2213218,169.66,1.2
消费贷A007383940,100983614,2213218,184.05,1.3
消费贷A007381302,100826501,12075471,50.55,0.7
消费贷A005441057,73048882,1522412,19.21,0.36
消费贷A005410932,72773758,2917209,7.09,0.06
消费贷A005410864,72773524,2609295,464.05,4.44
消费贷A005183816,72297880,8536620,183.08,4.39
消费贷A005477431,73356815,8536620,177.31,2.94
消费贷A004091302,70817192,2184246,13.91,0.25
消费贷A005417324,72831272,5037986,14.30,0.13
消费贷A005480281,73380147,5037986,67.87,1.77
消费贷A005484197,73408505,5037986,48.71,1.26
消费贷A005484197,73408514,5037986,67.87,1.77
消费贷A007337469,98941311,5037986,71.21,0.56
消费贷A007351034,99358387,5037986,17.46,0.13
消费贷A005416803,72827312,1806742,47.85,0.45
消费贷A007383950,100983876,3107860,169.66,1.2
消费贷A007380741,100800829,8851336,70.45,1.82
消费贷A005517008,73741302,3719579,31.55,1.12
消费贷A007341878,99078365,3719579,85.68,2.01
消费贷A007342858,99102702,3719579,102.40,2.82
消费贷A007369842,100225654,3719579,50.55,0.7
消费贷A007371603,100299007,3719579,50.55,0.7
消费贷A005373093,72639266,6294516,455.43,13.15
消费贷A005423418,72874401,3596306,181.06,1.73
消费贷A005261589,72458899,2556970,165.55,3.17
消费贷A005412242,72790413,4705783,69.71,0.66
消费贷A007329997,98731611,8650577,223.51,5.3
消费贷A004775702,71760204,1936291,240.00,5.9
消费贷A005485933,73423675,1377809,233.50,6.14
消费贷A007384001,100984538,7020577,17.69,0.12
消费贷A005460747,73208198,11308459,18.25,0.38
消费贷A005423701,72878812,11139265,4.77,0.04
消费贷A005540427,74207105,265466,11.95,0.13
消费贷A005540427,74207114,265466,11.95,0.13
消费贷A005543032,74244865,265466,35.88,1.44
消费贷A007362834,99895789,9678047,33.86,0.37
消费贷A007382828,100898317,3133221,110.66,2.89
消费贷A005410721,72772724,4211235,81.46,0.77
消费贷A005433165,72968102,5779829,11.00,0.15
消费贷A005433166,72968115,5779829,923.60,13.29
