借款标题,投资记录ID,用户ID,还款金额（单位元，保留两位小数）,利息
消费贷A007381968,100861377,2741507,146.26,3.1
消费贷A007383938,100983577,2741507,84.84,0.6
消费贷A007383938,100983578,2741507,13.28,0.09
消费贷A005491615,73475340,11214819,594.45,15.69
消费贷A005411394,72780313,6247173,16.68,0.15
消费贷A005411407,72780342,6247173,978.57,9.38
消费贷A004592755,71512364,10407354,1515.16,36.45
消费贷A004595115,71512366,10407354,774.94,18.64
消费贷A007343208,99111599,10164732,17.27,0.13
消费贷A007350177,99334088,10164732,51.23,1.39
消费贷A007362827,99895757,10164732,26.18,0.39
消费贷A007366810,100077590,10164732,25.95,0.39
消费贷A007368663,100165308,10164732,47.84,0.88
消费贷A007369944,100225239,10164732,34.38,0.62
消费贷A007371119,100275078,10164732,34.38,0.62
消费贷A007371477,100294750,10164732,33.83,0.35
消费贷A007371962,100319307,10164732,43.97,0.8
消费贷A007372699,100357511,10164732,34.38,0.62
消费贷A007373017,100375967,10164732,34.38,0.62
消费贷A007373150,100382740,10164732,384.08,7.21
消费贷A007373839,100416678,10164732,42.80,0.94
消费贷A007374074,100428929,10164732,42.80,0.94
消费贷A007374708,100458395,10164732,42.80,0.94
消费贷A007375154,100484256,10164732,42.80,0.94
消费贷A007376351,100552574,10164732,463.34,10.46
消费贷A007379253,100731795,10164732,33.78,0.88
消费贷A007381676,100844887,10832851,2448.52,34.75
消费贷A005482820,73395296,108311,1188.72,31.38
消费贷A005407654,72746261,7986496,94.16,1.8
消费贷A005412436,72792858,7986496,48.11,0.46
消费贷A005454942,73167588,9685813,156.79,2.75
消费贷A007381294,100826075,1463994,418.14,8.9
消费贷A007381311,100831574,1463994,418.14,8.9
消费贷A007383084,100911406,1463994,65.92,0.47
消费贷A005411237,72778053,6787343,10.51,0.09
消费贷A005412040,72789009,6787343,13.07,0.12
消费贷A005412048,72789010,6787343,8.75,0.08
消费贷A007383996,100984663,6787343,1016.30,7.19
消费贷A007384002,100984664,6787343,382.26,2.7
消费贷A007384010,100984665,6787343,1806.61,32.08
消费贷A004123844,70862753,3846120,163.71,3.15
消费贷A007367253,100093486,7857302,410.40,4.61
消费贷A007371489,100295306,7857302,23.77,0.16
消费贷A007376626,100569564,7857302,325.31,5.77
消费贷A007383926,100983379,7857302,167.35,2.95
消费贷A007384053,100984766,7857302,2.12,0.01
消费贷A005409080,72755807,5575298,255.31,7.36
消费贷A005417855,72837140,5575298,1037.98,35.05
消费贷A005504764,73629531,5575298,594.86,14.92
消费贷A005525994,73829166,5575298,741.40,27.42
消费贷A007356474,99628965,10204136,846.6,6.34
消费贷A004343547,71178732,10245423,63.67,1.22
消费贷A005380865,72655885,9049475,1960.01,56.69
消费贷A004625916,71559371,5573851,1829.85,44.03
消费贷A005429620,72927531,5573851,928.04,8.89
消费贷A005448188,73114898,5573851,2041.54,35.82
消费贷A005409403,72757078,7149452,92.49,1.32
消费贷A005432107,72956438,7149452,554.20,7.97
消费贷A005432107,72956443,7149452,184.81,2.65
消费贷A005461897,73214057,7149452,799.44,35.34
消费贷A005468138,73264573,7149452,363.12,7.96
消费贷A005482443,73393321,7149452,793.38,38.64
消费贷A005061309,72131218,10185260,91.78,2.24
消费贷A005097758,72179418,10185260,1888.63,46.64
消费贷A004804524,71802138,9762018,247.56,6.1
消费贷A007358462,99710376,12004664,84.93,0.63
消费贷A007358462,99710391,12004664,17.01,0.12
消费贷A007364356,99961129,12004664,17.01,0.12
消费贷A007365978,100038893,12004664,33.86,0.37
消费贷A007366328,100051389,12004664,2071.57,32.86
消费贷A007367732,100114338,12004664,1564.43,17.61
消费贷A007355221,99560081,6962734,434.01,3.25
消费贷A007344741,99160199,3528811,8.76,0.06
消费贷A007355951,99605429,3528811,121.36,1.44
消费贷A007369345,100196336,3528811,34.38,0.62
消费贷A007371450,100291201,3528811,16.99,0.12
消费贷A007372571,100352731,3528811,50.55,0.7
消费贷A007372702,100357048,3528811,68.70,1.27
消费贷A007372731,100362290,3528811,34.38,0.62
消费贷A007372741,100362299,3528811,34.38,0.62
消费贷A007373789,100415538,3528811,42.80,0.94
消费贷A007374142,100430849,3528811,67.15,1.17
消费贷A007377729,100635648,3528811,223.04,3.93
消费贷A007378035,100661494,3528811,128.32,2.88
消费贷A007378035,100661529,3528811,42.80,0.94
消费贷A007379274,100732677,3528811,16.99,0.12
消费贷A007379599,100748104,3528811,83.63,1.76
消费贷A007380093,100771189,3528811,16.99,0.12
消费贷A007381393,100832098,3528811,83.63,1.76
消费贷A007381910,100855994,3528811,172.66,4.53
消费贷A005416741,72826845,4779870,77.53,0.74
消费贷A005487598,73445674,4779870,253.09,6.65
消费贷A005531748,73936160,4779870,212.07,7.81
消费贷A007337005,98920683,4779870,30.59,0.36
消费贷A007347926,99269023,4779870,3.16,0.08
消费贷A005471344,73298949,1208400,754.46,16.56
消费贷A005507570,73643476,1208400,1354.53,43.76
消费贷A005528162,73892703,1208400,1619.06,59.86
消费贷A005544444,74296619,1208400,1070.45,69.91
消费贷A007354194,99514829,7865191,889.62,6.67
消费贷A007362674,99889301,7865191,156.06,1.17
消费贷A007376889,100582152,7865191,123.83,2.19
消费贷A007380601,100799587,7865191,126.38,2.69
消费贷A005417697,72834672,9024632,639.1,21.58
消费贷A005418804,72840945,9208741,69.77,0.66
消费贷A005420259,72853743,9208741,92.90,0.88
消费贷A005422049,72865726,9208741,813.74,27.47
消费贷A005425610,72891482,9208741,95.36,0.91
消费贷A005428913,72917443,9208741,366.01,8.79
消费贷A005429705,72928802,9208741,1142.08,16.43
消费贷A005430795,72941222,9208741,360.38,5.19
消费贷A005528061,73876218,10988782,1573.14,58.17
消费贷A005528061,73876251,10988782,786.60,29.05
消费贷A005528063,73876697,10988782,10075.98,372.8
消费贷A004344785,71183709,5262491,52.42,1.01
消费贷A007350091,99332034,6089662,1304.96,10.33
消费贷A007351486,99372004,6089662,1304.96,10.33
消费贷A007365271,99992640,6089662,33.86,0.37
消费贷A007371101,100274027,6089662,3623.53,68.18
消费贷A004475180,71352780,548646,188.25,3.61
消费贷A005417713,72834750,7456727,92.90,0.88
消费贷A005417713,72834752,7456727,92.90,0.88
消费贷A005421334,72862244,7456727,543.79,18.36
消费贷A005448688,73119373,7456727,2699.37,83.24
消费贷A005460884,73208647,7456727,393.83,8.64
消费贷A005425667,72891893,2857886,275.84,5.29
消费贷A005425740,72892536,2857886,41.89,0.4
消费贷A005507947,73646653,2857886,82.82,4.57
消费贷A005525554,73837770,2857886,13.12,0.15
消费贷A007314568,98425985,2857886,34.44,0.66
消费贷A007359313,99748622,2857886,17.01,0.12
消费贷A007361568,99836773,2857886,28.28,0.43
消费贷A007368387,100157605,2857886,50.55,0.7
消费贷A007368387,100157616,2857886,50.55,0.7
消费贷A007369615,100211666,2857886,52.69,0.73
消费贷A007373021,100375855,2857886,34.38,0.62
消费贷A007374142,100430895,2857886,26.61,0.46
消费贷A005433518,72971584,10388396,631.42,24.41
消费贷A005434598,72981335,10388396,184.81,2.65
消费贷A005460491,73206338,10388396,363.12,7.96
消费贷A005510814,73679630,10388396,544.58,17.57
消费贷A007361090,99808632,10388396,169.19,1.89
消费贷A007366304,100051057,10388396,1353.33,15.23
消费贷A007367423,100099678,10388396,197.79,1.48
消费贷A007354879,99543104,3320888,17.39,0.19
消费贷A007367131,100090594,3320888,169.19,1.89
消费贷A007372739,100362660,3320888,34.38,0.62
消费贷A007372739,100362673,3320888,34.38,0.62
消费贷A007373088,100380612,3320888,33.83,0.35
消费贷A007373302,100389930,3320888,252.67,3.57
消费贷A007374772,100464254,3320888,42.80,0.94
消费贷A007375173,100485231,3320888,42.80,0.94
消费贷A007376213,100549157,3320888,33.83,0.35
消费贷A007378599,100697138,3320888,42.80,0.94
消费贷A007378690,100701339,3320888,16.99,0.12
消费贷A007380884,100811684,3320888,4089.68,107.99
消费贷A007381625,100841809,3320888,68.74,3.09
消费贷A007374330,100438313,9361442,729.53,5.16
消费贷A005533764,74037263,10572509,425.96,3.54
消费贷A007354212,99515057,10572509,56.19,0.66
消费贷A007354221,99515144,10572509,3135.84,37.28
消费贷A004203131,70988930,7091938,247.9,4.76
消费贷A004574791,71499073,9421372,1902.79,45.79
消费贷A005536858,74015297,9905990,881.54,53.34
消费贷A005087000,72164571,10583132,3487.82,86.14
消费贷A005087072,72164573,10583132,1198.93,29.6
消费贷A005539791,74141172,11386956,35.88,1.44
消费贷A005539075,74161867,11386956,11.95,0.13
消费贷A005539075,74161917,11386956,176.14,2.19
消费贷A007367927,100137315,11386956,252.82,3.78
消费贷A007368807,100173816,11386956,303.19,4.29
消费贷A007368807,100173854,11386956,55.78,0.78
消费贷A007372739,100362614,11386956,34.38,0.62
消费贷A007374749,100460370,11386956,213.84,4.8
消费贷A007374749,100460373,11386956,1282.79,28.99
消费贷A007374749,100460378,11386956,42.80,0.94
消费贷A007374749,100460385,11386956,42.80,0.94
消费贷A007374749,100460390,11386956,42.80,0.94
消费贷A007374749,100460398,11386956,42.80,0.94
消费贷A007374749,100460402,11386956,290.02,6.54
消费贷A005327799,72560822,3628483,4401.64,127.34
消费贷A005446725,73104145,9506435,754.5,13.24
消费贷A004942253,71969034,1844457,2795.91,69.06
消费贷A007354557,99524429,3663039,34.72,0.4
消费贷A007354557,99524432,3663039,17.39,0.19
消费贷A007358456,99710301,3663039,594.30,4.45
消费贷A007370370,100245948,3663039,9.30,0.13
消费贷A005432355,72958444,11059980,720.27,10.37
消费贷A004762052,71740199,4293812,1560.04,38.53
消费贷A004563841,71477579,9601611,1829.65,44.03
消费贷A005233140,72428103,9601611,338.81,9.8
消费贷A005432767,72963773,1495918,1761.11,68.12
消费贷A007370479,100248992,1495918,877.56,16.51
消费贷A005153231,72253760,1388035,311.16,7.66
消费贷A005416103,72821662,1388035,1314.94,44.43
消费贷A004650513,71591559,9373070,632.1,15.21
消费贷A007370147,100233168,2775357,1184.65,22.27
消费贷A007373815,100417163,7056475,1298.65,29.34
消费贷A004575020,71482046,7336821,1829.65,44.03
消费贷A005253616,72440197,7336821,3425.53,65.86
消费贷A005326353,72558273,7312846,1323.38,38.28
消费贷A005435451,72991910,4401642,1748.28,15.29
消费贷A005437731,73017065,10486181,19.41,0.27
消费贷A005437735,73017111,10486181,92.64,1.32
消费贷A005457869,73186853,10486181,654.27,14.35
消费贷A005503040,73589754,10486181,40.55,1.28
消费贷A005527963,73862115,10486181,14.57,0.12
消费贷A007342375,99091473,10486181,87.04,0.68
消费贷A007354849,99542050,10486181,164.93,1.95
消费贷A007365162,99989734,10486181,80.14,1.26
消费贷A007367886,100135308,10486181,172.00,3.4
消费贷A007367886,100135313,10486181,538.76,10.68
消费贷A007367886,100135319,10486181,38.14,0.74
消费贷A007368714,100165826,10486181,50.57,0.52
消费贷A007369403,100199279,10486181,169.05,1.79
消费贷A007369403,100199286,10486181,542.60,5.76
消费贷A007369403,100199293,10486181,35.34,0.37
消费贷A007369753,100217765,10486181,252.67,3.57
消费贷A007369753,100217827,10486181,73.78,1.03
消费贷A007372312,100336593,10486181,689.68,12.96
消费贷A007374324,100439282,10486181,133.25,1.41
消费贷A007379555,100747828,10486181,66.45,0.93
消费贷A007379874,100762092,10486181,27.93,0.29
消费贷A004257091,71055298,9977610,441.80,8.48
消费贷A007353102,99425702,9977610,41.53,0.32
消费贷A005428030,72911062,8730753,32.76,1.11
消费贷A007357208,99659171,7305313,17.01,0.12
消费贷A007357208,99659181,7305313,254.72,1.91
消费贷A007368697,100165361,7305313,33.83,0.35
消费贷A007369211,100187945,7305313,50.55,0.7
消费贷A007370468,100247419,7305313,50.55,0.7
消费贷A007372337,100338158,7305313,50.55,0.7
消费贷A007372653,100354700,7305313,50.55,0.7
消费贷A007375097,100477979,7305313,67.15,1.17
消费贷A007377131,100593308,7305313,16.99,0.12
消费贷A007380832,100806408,7305313,67.15,1.17
消费贷A007380929,100810794,7305313,33.83,0.35
消费贷A007380929,100810803,7305313,131.29,1.39
消费贷A004161894,70912974,9748878,1378.79,26.5
消费贷A004941248,71967663,9748878,896.59,22.15
消费贷A007380333,100787195,2362706,33.83,0.35
消费贷A007380851,100811112,2362706,1423.81,37.59
消费贷A005468675,73269394,5062642,1619.1,35.56
消费贷A007374667,100455450,7193515,1939.26,43.83
消费贷A005074215,72148734,6287122,917.06,22.63
消费贷A005184552,72298713,6287122,345.53,8.31
消费贷A005535525,73982825,9750963,3521.79,130.3
消费贷A007366257,100049917,3123235,129.52,2.04
消费贷A007372453,100344844,3123235,2979.94,56.08
消费贷A007373522,100399343,11760156,252.67,3.57
消费贷A007377230,100605045,11760156,84.84,0.6
消费贷A007377823,100640732,11760156,84.84,0.6
消费贷A007378519,100688570,11760156,335.70,5.94
消费贷A007378606,100697697,11760156,335.70,5.94
消费贷A007379555,100747837,11760156,198.25,2.8
消费贷A007352513,99406343,11158649,43.43,0.34
消费贷A007352740,99415594,11158649,318.07,2.51
消费贷A007355797,99596466,11158649,361.24,4.28
消费贷A007360298,99775255,11158649,73.82,1.16
消费贷A007362191,99860626,11158649,1357.91,21.54
消费贷A007362768,99894492,11158649,773.52,8.71
消费贷A007364574,99970202,11158649,223.93,3.54
消费贷A007364686,99973070,11158649,327.52,9.11
消费贷A007365225,99991479,11158649,320.57,5.08
消费贷A005432934,72965082,3512496,1426.18,55.16
消费贷A005434406,72979016,10687247,77.71,2.97
消费贷A005434412,72979070,10687247,18.58,0.25
消费贷A005434422,72979192,10687247,18.58,0.25
消费贷A005437202,73010139,10687247,49.44,0.7
消费贷A007367258,100093365,10687247,68.14,0.76
消费贷A007377878,100645733,10687247,191.68,3.39
消费贷A007378979,100716404,10687247,91.96,2.04
消费贷A007380551,100796494,10687247,103.44,2.71
消费贷A007381294,100826242,10687247,148.50,3.15
消费贷A007381765,100845642,10687247,57.45,1.49
消费贷A007383077,100907953,10687247,83.65,3.79
消费贷A005451838,73144207,4679671,246.46,4.32
消费贷A005413496,72807646,8827471,547.59,5.24
消费贷A005413682,72807647,8827471,637.37,21.52
消费贷A005413555,72807655,8827471,1297.31,37.52
消费贷A005253592,72434573,5359110,172.49,4.97
消费贷A005422969,72872238,5359110,92.90,0.88
消费贷A005427180,72903852,5359110,92.90,0.88
消费贷A005443262,73071542,5359110,803.58,14.09
消费贷A005448815,73120620,5359110,168.42,6.65
消费贷A007349243,99305722,5359110,129.09,1.02
消费贷A005024503,72081157,9027168,91.78,2.24
消费贷A005253594,72435396,9027168,2139.49,61.89
消费贷A005189778,72305383,10460875,238.02,5.72
消费贷A005454361,73164107,8801353,2734.67,47.98
消费贷A005454361,73164113,8801353,27.45,0.47
消费贷A005518816,73757389,8801353,2708.99,87.54
消费贷A005522445,73780165,8801353,1573.14,58.17
消费贷A005527355,73846671,8801353,1573.14,58.17
消费贷A005533361,73952407,8801353,1573.14,58.17
消费贷A005539667,74131551,8801353,761.56,31.74
消费贷A005409085,72755885,10527010,190.77,5.51
消费贷A005509938,73671716,4069907,220.22,7.08
消费贷A007370663,100260919,4069907,125.20,2.33
消费贷A007372045,100320873,4069907,663.09,12.46
消费贷A007380857,100809271,4069907,256.71,3.63
消费贷A007380857,100809286,4069907,47.14,0.67
消费贷A004546568,71453450,4755330,948.14,22.82
消费贷A005369185,72632385,3580045,21.27,0.2
消费贷A005415520,72815968,3580045,12.26,0.11
消费贷A005474965,73335602,3580045,551.46,24.38
消费贷A005269416,72459811,5711588,326.69,9.41
消费贷A005412436,72792862,5711588,89.26,0.85
消费贷A005419888,72850229,5711588,71.13,0.68
消费贷A007374647,100456428,5711588,1670.62,37.76
消费贷A005453705,73160107,2323748,338.58,13.43
消费贷A005453705,73160116,2323748,216.03,8.58
消费贷A005470459,73292855,841923,217.6,4.77
消费贷A005240149,72403946,5701671,5.91,0.05
消费贷A005414538,72809214,5701671,464.05,4.44
消费贷A005416086,72821695,5701671,312.43,10.53
消费贷A005416091,72821699,5701671,92.90,0.88
消费贷A005422824,72871125,5701671,16.67,0.15
消费贷A005426496,72899220,5701671,92.90,0.88
消费贷A005430224,72934482,5701671,2607.10,37.53
消费贷A007377796,100640045,6260578,427.62,9.64
消费贷A007377809,100640545,6260578,3382.92,115.14
消费贷A007377806,100640595,6260578,427.62,9.64
消费贷A007377806,100640619,6260578,427.62,9.64
消费贷A007377813,100640754,6260578,164.91,3.72
消费贷A005296985,72503386,9235080,66.17,1.88
消费贷A007376809,100579028,9235080,84.84,0.6
消费贷A007378089,100660479,9235080,335.70,5.94
消费贷A007379607,100748796,9235080,191.43,2.7
消费贷A005420421,72854602,1451466,800.17,27.03
消费贷A004308198,71135136,8911256,1502.87,28.88
消费贷A005193287,72311673,8911256,3293.31,79.27
消费贷A005413560,72806034,8911256,92.90,0.88
消费贷A005421913,72864953,8911256,1186.40,11.36
消费贷A005429221,72921883,567253,38.54,1.26
消费贷A005452959,73159125,567253,2237.57,39.25
消费贷A005462153,73215438,567253,1303.19,57.64
消费贷A005466563,73253774,567253,265.94,5.82
消费贷A005468849,73271637,567253,658.42,14.44
消费贷A007315298,98446448,567253,1614.52,32.07
消费贷A007329868,98728744,567253,6422.94,153.32
消费贷A007329880,98728869,567253,2195.96,52.42
消费贷A005511451,73684874,9225,2526.53,81.67
消费贷A007368968,100179407,6147054,582.04,8.25
消费贷A005467850,73262819,2062965,1998.53,88.41
消费贷A005473854,73320203,2062965,1958.44,86.64
消费贷A005524188,73823159,6479668,978.63,8.15
消费贷A007361294,99819686,6479668,92.31,0.69
消费贷A007371170,100276514,6479668,86.14,0.6
消费贷A007371904,100314283,6479668,16.99,0.12
消费贷A007371852,100315983,6479668,1254.18,23.6
消费贷A007377230,100605036,10718675,873.48,6.18
消费贷A005414476,72808802,3325560,185.70,1.77
消费贷A005458587,73195991,3325560,1858.73,82.23
消费贷A007379161,100726823,11564155,2377.9,62.78
消费贷A004168219,70919817,5918596,677.2,13.01
消费贷A005327550,72559538,1304201,2200.87,63.67
消费贷A005476214,73345820,405676,251.76,11.1
消费贷A005517456,73743389,405676,311.86,17.35
消费贷A007373174,100383998,405676,188.06,3.53
消费贷A005250599,72430480,6296427,275.29,7.96
消费贷A005482892,73396910,10221464,374.86,9.88
消费贷A005416056,72821330,5108518,30.34,0.28
消费贷A005466173,73251518,5108518,182.06,3.98
消费贷A005487142,73440331,5108518,284.71,7.51
消费贷A005425609,72891420,8857393,464.05,4.44
消费贷A005425854,72893160,8857393,2174.90,73.51
消费贷A007365663,100015729,8857393,840.33,9.46
消费贷A007371863,100315660,8857393,15.82,0.3
消费贷A004474862,71347635,9762298,64.26,1.22
消费贷A004510757,71395251,9762298,747.48,17.97
消费贷A004701535,71656794,9762298,394.22,9.46
消费贷A004701537,71656962,9762298,104.02,2.5
消费贷A004044283,70757613,3840868,140.67,2.7
消费贷A005528007,73863575,7795662,251.78,9.27
消费贷A005528024,73866855,7795662,31.55,1.12
消费贷A005528024,73866865,7795662,31.55,1.12
消费贷A005528057,73876025,7795662,31.55,1.12
消费贷A005528057,73876047,7795662,31.55,1.12
消费贷A005528057,73876203,7795662,252.89,9.33
消费贷A005528092,73882165,7795662,258.86,9.54
消费贷A005528100,73882187,7795662,31.55,1.12
消费贷A005528100,73882217,7795662,31.55,1.12
消费贷A005531290,73917833,7795662,251.78,9.27
消费贷A005531290,73917844,7795662,31.55,1.12
消费贷A005531871,73937549,7795662,52.80,3.12
消费贷A005532459,73946985,7795662,31.55,1.12
消费贷A005532459,73947002,7795662,251.78,9.27
消费贷A005535495,73982483,7795662,358.01,14.89
消费贷A005535495,73982494,7795662,35.88,1.44
消费贷A005543031,74244009,7795662,230.79,11.78
消费贷A005539912,74185321,4012858,354.95,2.81
消费贷A005411812,72785589,9634,1102.07,37.23
消费贷A005095657,72176524,9073989,934.84,23.08
消费贷A005417086,72832531,9073989,59.74,1.98
消费贷A005418898,72841546,9073989,760.31,25.69
消费贷A004309787,71130761,4366229,344.80,6.62
消费贷A005419531,72847016,4366229,720.45,6.9
消费贷A005428948,72917680,4366229,1631.19,55.12
消费贷A005476101,73344157,4366229,933.09,41.29
消费贷A005500742,73567537,10527090,458.14,12.66
消费贷A005511457,73685070,3976222,823.15,38.15
消费贷A005493064,73498406,7931547,2990.12,78.93
消费贷A005429747,72929246,45620,92.62,1.32
消费贷A005430127,72933086,45620,184.81,2.65
消费贷A005431994,72955472,45620,184.81,2.65
消费贷A007302022,98064329,45620,3181.33,50.49
消费贷A004366340,71205917,8605942,672.46,12.92
消费贷A005211527,72343471,2154691,924.38,22.24
消费贷A005410678,72771621,3357526,18.66,0.17
消费贷A007372864,100368484,3357526,1030.27,19.37
消费贷A007374812,100466355,3357526,519.90,11.74
消费贷A005344552,72578881,7957275,880.46,25.47
消费贷A004997131,72045413,2188161,2636.76,65.13
消费贷A005435915,72995803,6250441,79.01,3.03
消费贷A005436647,73002169,6250441,41.68,0.59
消费贷A005494182,73515087,6250441,265.67,6.99
消费贷A007352525,99406580,6250441,8.76,0.06
消费贷A007354239,99515954,6250441,17.01,0.12
消费贷A007372183,100329318,6250441,50.55,0.7
消费贷A007375251,100485796,6250441,16.99,0.12
消费贷A007378174,100666406,6250441,33.83,0.35
消费贷A007378536,100689862,6250441,16.29,0.28
消费贷A005490771,73467904,6816038,67.17,3.23
消费贷A005526205,73830479,6816038,344.22,12.7
消费贷A007357838,99684845,11383140,707.94,8.4
消费贷A007342324,99090787,10388597,87.04,0.68
消费贷A007374037,100426229,10388597,3827.00,86.52
消费贷A004620526,71557362,31369,316.18,7.6
消费贷A005411994,72787443,1433706,9.39,0.08
消费贷A005413637,72806728,1433706,271.96,9.17
消费贷A005413657,72806757,1433706,4.77,0.04
消费贷A005432763,72963679,1433706,181.65,2.6
消费贷A007371047,100271876,12014807,1710.40,38.65
消费贷A007371101,100274162,12014807,343.38,6.44
消费贷A007371240,100282871,12014807,210.17,3.93
消费贷A007371320,100284001,12014807,343.38,6.44
消费贷A007371320,100284021,12014807,34.38,0.62
消费贷A007371332,100285522,12014807,149.44,2.8
消费贷A005429063,72919925,8604416,92.90,0.88
消费贷A005432043,72955935,8604416,184.81,2.65
消费贷A005434229,72977400,8604416,366.01,8.79
消费贷A005434229,72977404,8604416,1646.70,39.63
消费贷A005434573,72981124,8604416,46.33,0.66
消费贷A005468656,73269217,8604416,1205.76,53.34
消费贷A005093628,72173701,8625895,872.21,21.54
消费贷A007356286,99619739,1137506,506.32,3.79
消费贷A004056742,70773910,9960,1315.47,25.29
消费贷A007369211,100187977,12059952,252.67,3.57
消费贷A007369086,100188435,12059952,2828.02,53.22
消费贷A005471255,73298260,26514,527.46,11.58
消费贷A005379828,72653007,10028699,682.94,19.74
消费贷A007301051,98048100,10028699,1755.95,27.86
消费贷A005493295,73500166,11434692,2116.22,74.69
消费贷A005327584,72560179,6625095,4563.54,132.02
消费贷A005442439,73062053,7323003,531.86,9.33
消费贷A005389438,72679584,7155294,245.54,4.72
消费贷A004044046,70756119,4621677,27.68,0.51
消费贷A005014328,72067917,4621677,2877.09,71.06
消费贷A005389128,72679472,7471110,262.08,7.58
消费贷A004352256,71201177,3816786,216.11,4.13
消费贷A004352545,71201470,3816786,557.51,10.7
消费贷A005420198,72852839,3816786,105.73,1.01
消费贷A005535291,73978635,3816786,1599.88,96.89
消费贷A005183797,72297694,8540718,4961.14,119.4
消费贷A007371194,100277132,11967276,505.35,9.5
消费贷A005191185,72307994,6327236,632.67,15.22
消费贷A007376480,100560435,1282549,671.38,11.91
消费贷A007381676,100844827,1282549,101.08,1.42
消费贷A007383084,100911415,1282549,56.46,0.4
消费贷A005453806,73160323,8713686,212.76,3.72
消费贷A005528017,73865522,3057868,2201.11,133.3
消费贷A004423221,71307183,8111439,1378.79,26.5
消费贷A005231426,72386264,8111439,183.08,4.39
消费贷A005232442,72399736,8111439,138.46,2.64
消费贷A005248960,72422270,8111439,227.96,6.57
消费贷A005421160,72861019,8111439,92.90,0.88
消费贷A005424365,72883509,8111439,366.01,8.79
消费贷A005432696,72963159,8111439,306.89,4.41
消费贷A005423683,72878556,4914570,46.54,0.44
消费贷A005493858,73507383,4914570,340.13,16.54
消费贷A007370837,100268913,8704342,4875.34,69.22
消费贷A007375327,100493473,1380330,1688.26,51
消费贷A005493293,73500110,2914784,1753.8,85.47
消费贷A005472248,73305877,7942640,4551.02,99.98
消费贷A005523324,73800514,3080179,168.87,6.21
消费贷A005531304,73926530,3080179,981.46,36.29
消费贷A005481048,73385227,1950082,97.32,2.55
消费贷A005508126,73650075,1950082,67.97,2.17
消费贷A005521157,73769487,1950082,953.54,35.25
消费贷A007353931,99508943,1950082,968.03,15.36
消费贷A004647787,71589740,1446786,367.31,8.82
消费贷A005361353,72619369,1446786,729.84,21.09
消费贷A005406205,72735314,1446786,245.04,7.06
消费贷A005516306,73737203,1446786,202.06,6.49
消费贷A005528132,73889904,1446786,2740.25,165.97
消费贷A004123404,70860454,10185418,27.68,0.51
消费贷A004123443,70860614,10185418,162.59,3.11
消费贷A004123538,70860731,10185418,322.90,6.21
消费贷A005034607,72096237,6585244,935.55,23.09
消费贷A005481121,73386989,6585244,1115.74,29.44
消费贷A007354154,99513984,5875025,1484.19,11.13
消费贷A007358218,99700070,8543745,1900.25,22.59
消费贷A005451099,73138624,8763489,2051.03,35.98
消费贷A005451099,73138632,8763489,20.61,0.35
消费贷A005506653,73632718,8763489,1201.38,38.82
消费贷A005028306,72085530,6147486,653.94,16.13
消费贷A007373657,100405834,6147486,3382.19,60.09
消费贷A007381625,100841664,6147486,651.82,29.67
消费贷A005519984,73760340,18325,1610.76,52.05
消费贷A005012890,72065518,3335053,495.11,12.2
消费贷A005051753,72118585,3335053,975.72,24.09
消费贷A005051754,72118634,3335053,558.60,13.8
消费贷A007378035,100661514,12003602,3888.25,87.89
消费贷A004182035,70940701,4727116,34.12,0.63
消费贷A005253609,72439142,4727116,67.48,1.93
消费贷A005253610,72439150,4727116,230.99,6.67
消费贷A004611648,71533031,9970739,2048.64,49.31
消费贷A004852192,71859589,3969275,231.57,5.71
消费贷A007337203,98930737,7516705,429.26,10.22
消费贷A007356901,99647334,7516705,86.20,0.64
消费贷A007356989,99654009,7516705,85.40,0.64
消费贷A007358761,99725504,7516705,850.10,6.37
消费贷A007360394,99780409,7516705,38.42,0.42
消费贷A007362349,99870048,7516705,517.93,8.2
消费贷A007365569,100012854,7516705,129.52,2.04
消费贷A007365569,100012865,7516705,25.95,0.39
消费贷A007365779,100024495,7516705,169.19,1.89
消费贷A007365779,100024517,7516705,33.86,0.37
消费贷A007365791,100025336,7516705,62.79,0.7
消费贷A007366185,100046469,7516705,169.19,1.89
消费贷A007367253,100093456,7516705,169.99,1.9
消费贷A007368132,100145293,7516705,34.38,0.62
消费贷A007368138,100145310,7516705,171.72,3.2
消费贷A007369348,100196351,7516705,34.38,0.62
消费贷A007369347,100196358,7516705,171.72,3.2
消费贷A007370177,100235437,7516705,50.55,0.7
消费贷A007371240,100282861,7516705,34.38,0.62
消费贷A007371494,100295500,7516705,506.82,7.18
消费贷A007372142,100327274,7516705,172.59,3.23
消费贷A007372716,100361611,7516705,59.45,1.76
消费贷A007372730,100361620,7516705,171.72,3.2
消费贷A007372971,100373849,7516705,171.72,3.2
消费贷A007373022,100375980,7516705,344.82,6.47
消费贷A007376469,100559418,7516705,85.32,0.6
消费贷A007377149,100596364,7516705,50.55,0.7
消费贷A007377149,100596390,7516705,125.14,1.77
消费贷A007367586,100112083,9825734,592.21,11.75
消费贷A005412951,72797656,5924224,93.83,0.89
消费贷A005437595,73015854,5924224,106.18,2.03
消费贷A005528057,73875529,11589452,830.85,30.72
消费贷A007355696,99593241,6653950,784.32,5.88
消费贷A007355700,99593352,6653950,825.16,6.18
消费贷A005233007,72425943,7909298,1821.02,52.67
消费贷A005416387,72823528,7909298,97.54,0.93
