借款标题,投资记录ID,用户ID,还款金额（单位元，保留两位小数）,利息
消费贷A005466529,73252943,10440927,155.60,3.41
消费贷A005419750,72849627,5099522,1.10,17.6
消费贷A005466823,73254215,5099522,544.64,11.94
消费贷A007335813,98884984,5099522,256.95,6.11
消费贷A007354557,99524413,5099522,52.04,0.61
消费贷A007354557,99524414,5099522,34.72,0.4
消费贷A007354557,99524416,5099522,17.39,0.19
消费贷A007362349,99870072,5099522,129.52,2.04
消费贷A007362997,99911917,5099522,129.52,2.04
消费贷A007362997,99911926,5099522,25.95,0.39
消费贷A007365594,100013536,5099522,129.52,2.04
消费贷A007365594,100013545,5099522,25.95,0.39
消费贷A007366616,100071087,5099522,25.95,0.39
消费贷A007366760,100076251,5099522,33.86,0.37
消费贷A007367930,100137898,5099522,34.44,0.66
消费贷A007367930,100137910,5099522,34.44,0.66
消费贷A007368173,100152632,5099522,171.72,3.2
消费贷A007368173,100152655,5099522,34.38,0.62
消费贷A007368462,100160698,5099522,50.55,0.7
消费贷A007369763,100217689,5099522,85.69,1.6
消费贷A005482892,73397220,7962678,172.26,7.19
消费贷A005487777,73448369,7962678,4630.02,96.84
消费贷A005456122,73172469,11194617,982.41,70.93
消费贷A005456122,73172472,11194617,2062.75,82.01
消费贷A005433746,72973358,3580001,38.22,85.47
消费贷A005437709,73016834,3580001,2133.32,82.54
消费贷A007331953,98776277,8433879,3186.77,56.92
消费贷A007332109,98776990,8433879,2247.26,44.64
消费贷A007343482,99118369,8433879,1304.96,10.33
消费贷A007347223,99249267,8433879,51.22,1.39
消费贷A007349578,99316056,8433879,17.46,0.13
消费贷A007353579,99447150,8433879,433.32,5.15
消费贷A007353942,99509072,8433879,2599.63,30.91
消费贷A007355610,99590010,8433879,50.97,0.38
消费贷A007359643,99759615,8433879,866.58,10.3
消费贷A007361781,99844495,8433879,33.10,0.51
消费贷A007364714,99973858,8433879,25.95,0.39
消费贷A007366011,100039572,8433879,3884.13,61.65
消费贷A007366012,100039617,8433879,169.19,1.89
消费贷A007366600,100070426,8433879,3884.13,61.65
消费贷A007367046,100090011,8433879,3884.13,61.65
消费贷A007367821,100123035,8433879,5158.54,102.48
消费贷A007367821,100123062,8433879,34.44,0.66
消费贷A007367915,100136556,8433879,5158.54,102.48
消费贷A007367943,100138219,8433879,396.36,7.87
消费贷A005522390,73779780,4755478,8587.53,507.3
消费贷A005317079,72540368,8679642,1959.88,99.02
消费贷A005411784,72785568,8679642,112.67,2.71
消费贷A005253646,72444332,9408721,550.37,15.91
消费贷A005528241,73906006,4788246,2208.85,169.14
消费贷A005454379,73164152,8843481,2926.28,146.4
消费贷A005490620,73468071,11436238,454.39,22.1
消费贷A005491466,73473779,11436238,313.63,11.04
消费贷A005493293,73500104,11436238,367.46,17.88
消费贷A005422554,72869073,11116744,3139.42,185.39
消费贷A004032660,70739018,4681766,796.98,39.78
消费贷A004166285,70926625,4681766,475.92,9.14
消费贷A007343651,99122814,7532561,685.33,105.39
消费贷A007343652,99122930,7532561,3414.73,27.03
消费贷A007343702,99123214,7532561,1323.40,10.47
消费贷A005465299,73241072,7139337,2590.07,141.46
消费贷A005465427,73242948,7139337,1062.16,23.31
消费贷A005476773,73352662,7139337,363.12,7.96
消费贷A005482837,73396484,7139337,497.70,10.4
消费贷A005554183,74701004,24678,1255.10,9.93
消费贷A005554183,74701017,24678,267.20,2.11
消费贷A007336080,98892989,24678,164.70,3.9
消费贷A007337133,98926389,24678,1480.92,23.5
消费贷A005500094,73559451,7786526,1521.56,63.33
消费贷A005500142,73560192,11403463,5271.91,188.2
消费贷A005501650,73575199,11403463,2593.62,83.83
消费贷A005496611,73533634,8282133,612.52,21.36
消费贷A005527998,73860195,8282133,31.55,1.12
消费贷A005527998,73860251,8282133,31.55,1.12
消费贷A005527998,73860396,8282133,251.78,9.27
消费贷A005528024,73866851,8282133,31.55,1.12
消费贷A005528027,73867288,8282133,3146.22,116.37
消费贷A005528027,73867305,8282133,251.78,9.27
消费贷A005528027,73867311,8282133,31.55,1.12
消费贷A005528069,73877607,8282133,31.55,1.12
消费贷A005528070,73877624,8282133,31.55,1.12
消费贷A005528070,73877636,8282133,251.78,9.27
消费贷A005528118,73886587,8282133,52.80,3.12
消费贷A005528118,73886611,8282133,52.80,3.12
消费贷A005528127,73888840,8282133,251.78,9.27
消费贷A005528185,73894707,8282133,31.55,1.12
消费贷A005528185,73894712,8282133,31.55,1.12
消费贷A005528190,73898740,8282133,251.78,9.27
消费贷A005531100,73908062,8282133,31.55,1.12
消费贷A005531114,73908770,8282133,320.78,14.82
消费贷A005531202,73911135,8282133,2217.14,113.26
消费贷A005531290,73918008,8282133,1536.21,56.82
消费贷A005509810,73669511,2854976,2542.89,105.98
消费贷A005437715,73016904,659559,447.11,10.45
消费贷A005437735,73017115,659559,16.38,0.22
消费贷A005441486,73054182,659559,674.02,12.94
消费贷A005441509,73054371,659559,251.83,10.98
消费贷A004775713,71760302,3567686,2433.13,76.45
消费贷A005168887,72283151,8347662,632.1,15.21
消费贷A007368173,100152451,11989198,1501.96,36.18
消费贷A005452859,73159065,11260114,3127.36,185.41
消费贷A005459322,73201772,11260114,1349.72,41.61
消费贷A005459330,73202179,11260114,1791.73,39.36
消费贷A005435406,72991467,7213076,411.39,7.97
消费贷A005453581,73159837,7213076,3350.01,133.24
消费贷A005484684,73414121,9244918,2587.33,43.23
消费贷A005487006,73437175,9244918,10426.47,275.26
消费贷A005487316,73442755,9244918,5644.20,199.23
消费贷A005495710,73528599,9244918,422.05,14.9
消费贷A007374225,100435350,11415596,2119.58,219.63
消费贷A007375134,100482495,11415596,2760.20,62.4
消费贷A005414905,72812207,7569655,1961.35,103.05
消费贷A005485723,73422368,8294650,3194.17,249.77
消费贷A005485723,73422374,8294650,1349.72,41.61
消费贷A005485723,73422482,8294650,150.16,4.6
消费贷A005503952,73595805,8294650,1803.39,100.65
消费贷A005522508,73780661,8294650,1271.59,47.03
消费贷A007378621,100697851,3887293,1163.57,26.3
消费贷A007368288,100155351,2732193,657.95,25.1
消费贷A007368288,100155358,2732193,252.67,3.57
消费贷A007368821,100176405,2732193,98.14,1.38
消费贷A007369046,100184598,2732193,252.67,3.57
消费贷A007370585,100257998,2732193,252.67,3.57
消费贷A007370585,100258001,2732193,50.55,0.7
消费贷A007371124,100275416,2732193,688.56,4.87
消费贷A005521639,73770915,11128867,4177.54,181.51
消费贷A004352208,71195117,3580090,1867.84,79.51
消费贷A005494657,73516582,3580090,400.53,10.57
消费贷A005460367,73205585,7893237,323.20,29.81
消费贷A005460367,73205597,7893237,1836.35,48.45
消费贷A005459354,73205832,7893237,80.87,1.34
消费贷A005459354,73205911,7893237,177.31,2.94
消费贷A005460482,73206303,7893237,54.56,1.18
消费贷A005460747,73208056,7893237,90.86,1.98
消费贷A005461069,73209816,7893237,39.70,0.85
消费贷A005461096,73210028,7893237,72.70,1.58
消费贷A005462059,73215244,7893237,181.60,3.97
消费贷A005462636,73217096,7893237,155.54,3.4
消费贷A005462654,73217499,7893237,140.71,3.08
消费贷A005462373,73222071,7893237,696.80,11.63
消费贷A005463731,73231733,7893237,435.74,9.56
消费贷A005464413,73239377,7893237,653.60,14.33
消费贷A005465327,73241210,7893237,112.06,2.43
消费贷A005465327,73241228,7893237,163.78,3.58
消费贷A005466262,73252055,7893237,367.68,8.06
消费贷A005468337,73265279,7893237,218.33,9.59
消费贷A005468615,73268954,7893237,203.34,4.44
消费贷A005468848,73271628,7893237,26.80,0.56
消费贷A005468849,73271643,7893237,109.01,2.38
消费贷A005470049,73284253,7893237,165.35,3.6
消费贷A005470512,73293217,7893237,90.86,1.98
消费贷A005471142,73297135,7893237,142.08,6.24
消费贷A005471985,73301791,7893237,162.32,3.53
消费贷A005472283,73307077,7893237,24.73,0.52
消费贷A005472711,73311483,7893237,183.06,4
消费贷A005473947,73321257,7893237,55.85,2.42
消费贷A005474531,73326038,7893237,64.64,1.4
消费贷A005474696,73328743,7893237,177.31,2.94
消费贷A005474802,73330711,7893237,93.51,2.03
消费贷A005476053,73343010,7893237,149.04,6.55
消费贷A005476053,73343030,7893237,92.43,4.04
消费贷A005476053,73343042,7893237,72.31,3.15
消费贷A005476744,73350730,7893237,455.17,9.97
消费贷A005476748,73350912,7893237,243.11,10.7
消费贷A005476773,73352844,7893237,109.94,2.4
消费贷A005477410,73357732,7893237,127.32,2.79
消费贷A005430961,72944094,7192800,1290.43,288.16
消费贷A005430961,72944108,7192800,47.45,1.8
消费贷A005437972,73021364,7192800,166.03,2.37
消费贷A005437973,73021370,7192800,2909.67,112.56
消费贷A005446804,73100573,7192800,97.17,1.68
消费贷A005448909,73122124,7192800,827.82,10.35
消费贷A005471166,73297383,7192800,906.82,19.92
消费贷A005451182,73137751,9642013,470.06,8.25
消费贷A005416097,72821582,7790820,1528.03,71.84
消费贷A005493314,73502824,3920040,2428.89,122.63
消费贷A005531323,73930811,4100266,3472.71,334.12
消费贷A005459076,73200498,3653795,309.29,8.16
消费贷A005430563,72938464,1708175,717.60,73.27
消费贷A005432494,72959933,1708175,369.52,5.31
消费贷A005434959,72985662,1708175,184.81,2.65
消费贷A005437416,73012252,1708175,1012.45,24.35
消费贷A004997138,72045657,3674287,550.28,13.58
消费贷A004997173,72045818,3674287,57.83,1.4
消费贷A005429898,72930390,3674287,184.81,2.65
消费贷A005433994,72975362,3674287,184.81,2.65
消费贷A005436552,73001303,3674287,1894.08,73.27
消费贷A005437037,73008121,3674287,947.08,36.62
消费贷A005444200,73081319,3674287,638.28,11.19
消费贷A005506619,73631688,11436084,1730.76,174.23
消费贷A005445587,73094232,7069942,1121.87,24.63
消费贷A005522967,73799514,7069942,682.04,25.2
消费贷A005543032,74244698,7069942,330.47,13.77
消费贷A005414710,72810074,5050578,1403.43,84.37
消费贷A005442593,73063542,4907221,2118.33,127.69
消费贷A005476243,73346862,4907221,192.05,5.92
消费贷A007371364,100287642,11923498,1377.52,30.22
消费贷A007369086,100188518,8765477,2860.94,64.61
消费贷A007370138,100230558,8765477,343.38,6.44
消费贷A007370138,100230719,8765477,261.90,4.93
消费贷A005417494,72833496,9478195,5017.82,360.9
消费贷A005417499,72833500,9478195,356.45,3.41
消费贷A005417610,72834624,9478195,670.69,6.42
消费贷A005417652,72834628,9478195,460.13,4.4
消费贷A005417697,72834684,9478195,256.10,8.66
消费贷A005460991,73209125,5099754,148.55,11.06
消费贷A005460993,73209140,5099754,1119.11,24.56
消费贷A005474038,73322120,5099754,1214.69,26.67
消费贷A007367079,100090103,11997214,410.94,32.88
消费贷A007367038,100090260,11997214,26.30,0.39
消费贷A007367863,100133736,11997214,35.62,0.39
消费贷A007368118,100144885,11997214,171.72,3.2
消费贷A007368119,100144896,11997214,39.25,0.72
消费贷A007368263,100153391,11997214,42.39,0.77
消费贷A007369637,100212872,11997214,254.90,3.6
消费贷A007371798,100313839,11997214,17.35,0.12
消费贷A007372732,100361458,11997214,35.13,0.64
消费贷A007373013,100375493,11997214,915.67,17.22
消费贷A005437009,73007757,8994848,4361.09,312.8
消费贷A005419773,72849522,1503420,175.27,27.55
消费贷A005425438,72890151,1503420,27.29,0.89
消费贷A005431044,72945015,1503420,1092.91,42.27
消费贷A007369489,100205935,11436036,1479.72,28.19
消费贷A007372300,100336048,8871977,2129.31,46.99
消费贷A007376680,100571730,8871977,188.92,4.27
消费贷A007374006,100426260,7983319,2392.7,76.3
消费贷A005493858,73507452,7221441,1315.29,79.97
消费贷A007361965,99850171,1396922,129.52,2.04
消费贷A007366167,100045889,1396922,129.52,2.04
消费贷A007368861,100175286,1396922,252.67,3.57
消费贷A007371891,100316846,1396922,171.72,3.2
消费贷A007372732,100361533,1396922,171.72,3.2
消费贷A007375585,100504500,1396922,33.83,0.35
消费贷A007377684,100634394,1396922,84.84,0.6
消费贷A007377772,100639553,1396922,59.45,1.76
消费贷A007381197,100825978,1396922,84.84,0.6
消费贷A007382787,100897104,1396922,252.67,3.57
消费贷A007382977,100905919,1396922,20.85,0.22
消费贷A005455120,73169122,11190299,214.26,24.61
消费贷A005466206,73251770,11190299,2068.59,91.53
消费贷A004190615,70959489,8499248,65.62,1.26
消费贷A005420955,72858107,9560099,2.25,0.12
消费贷A005421200,72861324,9560099,92.90,0.88
消费贷A005424375,72883520,9560099,92.90,0.88
消费贷A005424586,72884566,9560099,9.39,0.08
消费贷A005425833,72893116,9560099,4.77,0.04
消费贷A005429653,72928342,9560099,137.40,4.61
消费贷A005430196,72934315,9560099,1385.59,19.94
消费贷A005430196,72934321,9560099,18.58,0.25
消费贷A005430884,72942640,9560099,235.85,3.38
消费贷A005433536,72971742,9560099,9.99,0.13
消费贷A005434202,72977180,9560099,190.77,2.73
消费贷A005437611,73016022,9560099,1386.95,19.96
消费贷A005440275,73042091,9560099,558.35,13.43
消费贷A005441425,73053543,9560099,69.05,1.32
消费贷A005456169,73172760,9560099,20.62,0.35
消费贷A005466540,73253217,9560099,812.91,35.92
消费贷A005528002,73861792,9560099,83.94,5.02
消费贷A005528002,73861817,9560099,55.43,3.29
消费贷A005528037,73871974,9560099,36.69,1.49
消费贷A005528037,73871981,9560099,37.67,1.53
消费贷A005528132,73889858,9560099,52.80,3.12
消费贷A005528187,73896956,9560099,33.14,1.19
消费贷A005531100,73907812,9560099,33.14,1.19
消费贷A005531292,73919742,9560099,158.08,5.81
消费贷A005531305,73927004,9560099,40.17,1.8
消费贷A005534420,73967811,9560099,314.69,11.61
消费贷A005534961,73973075,9560099,33.06,1.19
消费贷A007336264,98898613,9560099,25.18,0.28
消费贷A007356495,99629446,9560099,610.44,7.25
消费贷A007359017,99734641,9560099,268.78,2.01
消费贷A007362087,99856983,9560099,135.79,2.14
消费贷A007365550,100010601,9560099,44.22,0.68
消费贷A007365874,100032799,9560099,323.33,5.12
消费贷A007379387,100736628,7352517,1900.89,55.87
消费贷A005518579,73756367,9412664,1975.86,87.54
消费贷A005539037,74163021,9412664,1186.37,14.84
消费贷A007345513,99190678,9412664,1631.96,12.91
消费贷A007363267,99921655,9412664,4196.41,66.61
消费贷A007366328,100051413,9412664,6670.27,105.88
消费贷A007368208,100153050,9412664,42.80,0.94
消费贷A007368813,100174530,9412664,50.55,0.7
消费贷A007370320,100241568,9412664,50.55,0.7
消费贷A007372694,100356838,9412664,4137.95,77.86
消费贷A007372989,100374294,9412664,4728.23,88.97
消费贷A007373514,100398932,9412664,50.55,0.7
消费贷A007373927,100420040,9412664,1737.70,12.3
消费贷A007374301,100437590,9412664,272.60,6.16
消费贷A007371738,100305260,6856912,917.05,22.73
消费贷A007372145,100327276,6856912,1064.07,20
消费贷A007372273,100330765,6856912,118.51,2.66
消费贷A007370427,100248980,8159429,3884.21,96.9
消费贷A007372341,100338193,8159429,2810.48,52.86
消费贷A007376702,100572288,8159429,427.62,9.64
消费贷A007377100,100595667,8159429,427.62,9.64
消费贷A007378170,100666088,8159429,3345.05,75.62
消费贷A005528142,73890720,11309072,3356.59,136.58
消费贷A004203118,70972722,3547275,1120.92,21.54
消费贷A007371549,100297069,6959275,230.16,12.28
消费贷A007382422,100884573,6959275,1274.51,27.2
消费贷A005435429,72991715,4382859,157.69,36.62
消费贷A005440301,73042541,4382859,1436.35,62.6
消费贷A005452458,73151288,4382859,547.02,9.58
消费贷A005455475,73170350,4382859,60.83,1.07
消费贷A007359773,99762190,11206753,4153.49,102.2
消费贷A007360211,99773671,11206753,135.53,2.14
消费贷A007361090,99808685,11206753,33.86,0.37
消费贷A007361289,99819559,11206753,517.93,8.2
消费贷A007361616,99838172,11206753,28.36,0.44
消费贷A007361896,99849263,11206753,25.95,0.39
消费贷A007366492,100066601,11206753,776.86,12.31
消费贷A007366492,100066618,11206753,119.32,1.88
消费贷A007366889,100080568,11206753,691.88,10.97
消费贷A007366892,100080675,11206753,105.35,1.66
消费贷A007366899,100081237,11206753,776.86,12.31
消费贷A007366899,100081246,11206753,258.98,4.09
消费贷A007366899,100081263,11206753,85.20,1.34
消费贷A007368826,100176448,11206753,171.72,3.2
消费贷A007369210,100188163,11206753,171.72,3.2
消费贷A007369210,100188166,11206753,34.38,0.62
消费贷A007369210,100188173,11206753,206.04,3.86
消费贷A007369676,100214849,11206753,231.68,4.36
消费贷A005521024,73768278,9351237,1288.93,52.35
消费贷A005527953,73856084,9351237,31.55,1.12
消费贷A005527953,73856087,9351237,31.55,1.12
消费贷A005527953,73856090,9351237,31.55,1.12
消费贷A005527953,73856097,9351237,31.55,1.12
消费贷A005527953,73856102,9351237,31.55,1.12
消费贷A005527953,73856105,9351237,31.55,1.12
消费贷A005528005,73862865,9351237,31.55,1.12
消费贷A005528005,73862867,9351237,31.55,1.12
消费贷A005528041,73873548,9351237,52.80,3.12
消费贷A005528041,73873552,9351237,52.80,3.12
消费贷A005528111,73885219,9351237,31.55,1.12
消费贷A005528190,73898843,9351237,31.55,1.12
消费贷A005531288,73916837,9351237,31.55,1.12
消费贷A005531293,73921793,9351237,52.80,3.12
消费贷A005531329,73932269,9351237,80.82,2.97
消费贷A005467196,73255942,7303332,1105.55,59.83
消费贷A005467202,73255991,7303332,18.25,0.38
消费贷A005483039,73398784,7303332,112.36,2.93
消费贷A005486769,73433080,7303332,23.91,0.6
消费贷A005490901,73469376,7303332,22.68,0.57
消费贷A005496590,73533048,7303332,2259.23,59.63
消费贷A005496849,73534098,7303332,317.48,15.47
消费贷A005435178,72988131,6221969,1533.17,70.78
消费贷A005528208,73900432,9211997,2876.48,116.37
消费贷A005531100,73908018,9211997,31.55,1.12
消费贷A005531100,73908026,9211997,251.78,9.27
消费贷A005531292,73920115,9211997,31.55,1.12
消费贷A005531297,73923289,9211997,1118.96,67.76
消费贷A005518933,73758197,7975083,3102.33,213.99
消费贷A007372708,100357916,11923558,6287.77,140.28
消费贷A004934223,71958561,9347162,1255.66,40.19
消费贷A004199968,70967694,7942318,1814.59,79.51
消费贷A005404480,72727584,7942318,507.03,14.67
消费贷A007377550,100624709,9506889,1313.83,43.02
消费贷A005467014,73255389,7250102,383.67,15.93
消费贷A005471911,73301179,7250102,5458.31,119.89
消费贷A005486420,73429606,7250102,349.11,16.98
消费贷A005491800,73478180,7250102,1779.47,86.74
消费贷A005298571,72504616,9379923,1686.79,278.04
消费贷A005420325,72854246,9379923,370.92,3.55
消费贷A005420328,72854253,9379923,6947.51,234.84
消费贷A005422004,72865361,9379923,12384.54,418.67
消费贷A005422010,72865395,9379923,2293.11,21.97
消费贷A005422117,72866114,9379923,2239.05,75.69
消费贷A005446546,73102719,6717624,179.25,7.18
消费贷A005496732,73534342,6717624,2570.19,125.28
消费贷A005536193,73992926,9207917,3410.40,319.42
消费贷A007329989,98731650,9207917,4217.81,83.79
消费贷A007330968,98757582,9207917,1733.13,20.6
消费贷A007345040,99170514,9207917,81.11,0.64
消费贷A007345070,99171835,9207917,754.64,21.02
消费贷A007347307,99250249,9207917,452.02,3.57
消费贷A007347357,99250722,9207917,1779.62,14.08
消费贷A007347359,99250759,9207917,539.78,15.05
消费贷A005435293,72989796,5402806,386.14,5.54
消费贷A005447519,73110394,5402806,576.32,10.1
消费贷A005528010,73863970,5402806,192.14,7.06
消费贷A005531299,73925824,5402806,1239.81,45.84
消费贷A005544413,74295256,5402806,1464.76,61.03
消费贷A007366616,100071084,5402806,1336.78,21.21
消费贷A005430303,72935023,5951667,299.06,19.93
消费贷A005431997,72955507,5951667,63.22,2.41
消费贷A005438662,73027193,5951667,275.84,5.29
消费贷A005438750,73027770,5951667,27.68,0.51
消费贷A005439009,73030162,5951667,275.84,5.29
消费贷A005484197,73408489,5951667,113.05,2.96
消费贷A005527463,73847379,5951667,495.69,18.32
消费贷A007330574,98745038,11284549,3853.78,91.97
消费贷A007334469,98843423,11284549,8.52,0.2
消费贷A005478945,73367083,10285175,1087.38,23.88
消费贷A005536984,74029853,9158759,1817.12,80.52
消费贷A005435470,72992116,3588314,1493.39,128.45
消费贷A005438188,73024063,3588314,342.88,14.94
消费贷A005510254,73675652,241,2664.26,173.51
消费贷A005419681,72847999,7487617,505.38,75.87
消费贷A005433828,72974091,7487617,859.17,12.36
消费贷A005434484,72979921,7487617,375.01,14.49
消费贷A005474799,73329817,3285190,1621.49,120.72
消费贷A005523511,73801203,9093247,1328.61,116.37
消费贷A007355610,99589992,9093247,849.01,6.36
消费贷A007355610,99590023,9093247,17.01,0.12
消费贷A007359309,99748453,9093247,2974.02,94.88
消费贷A007360089,99773472,9093247,84.93,0.63
消费贷A007360224,99773676,9093247,1294.74,20.54
消费贷A007360462,99782648,9093247,2141.00,51.09
消费贷A007361905,99849432,9093247,872.89,13.85
消费贷A005475161,73336982,7282841,4046.44,119.62
消费贷A005476077,73343341,7282841,2978.12,24.81
消费贷A005495198,73521975,7282841,812.46,21.42
消费贷A005462273,73215706,10723419,9826.41,619.08
消费贷A005484181,73408368,10723419,1351.26,41.65
消费贷A005485922,73425954,10723419,11299.25,298.29
消费贷A005491768,73477729,10723419,3325.65,162.08
消费贷A005425695,72892294,9367666,1269.81,91.89
消费贷A005425695,72892399,9367666,217.09,7.3
消费贷A005425700,72892416,9367666,112.19,3.79
消费贷A007372747,100362778,258301,1318.44,96.9
消费贷A007372739,100362794,258301,79.86,1.49
消费贷A007374712,100458320,258301,21135.66,477.9
消费贷A005168600,72279437,1491176,3361.35,220.2
消费贷A005369215,72632676,1491176,2425.25,70.16
消费贷A005534038,73960597,8855673,446.18,29.89
消费贷A005534038,73960602,8855673,122.41,4.48
消费贷A005548500,74410371,8855673,2520.97,105.05
消费贷A007341238,99060097,8855673,637.76,12.65
消费贷A007357876,99685694,8855673,1039.28,7.79
消费贷A007358450,99709957,8855673,31.83,0.37
消费贷A007367690,100112354,8855673,51.82,1.03
消费贷A005431869,72953934,7880838,1296.03,36.28
消费贷A007382098,100871605,12083646,4105.67,141.28
消费贷A005424586,72884561,9163138,199.72,2.22
消费贷A005426383,72898844,9163138,1087.50,36.74
消费贷A005428411,72913555,9163138,46.33,0.66
消费贷A005428443,72913587,9163138,130.93,1.25
消费贷A005511887,73692436,3330363,831.64,44.31
消费贷A005515473,73725195,3330363,112.53,3.61
消费贷A007347295,99249995,3330363,261.03,2.06
消费贷A007368284,100155241,3330363,823.25,15.48
消费贷A007368424,100158665,3330363,41.64,0.78
消费贷A005458031,73187125,6291820,1836.03,107.39
消费贷A005539818,74141325,9851291,1826.1,81.89
消费贷A005429983,72931520,7229820,26.85,13.29
消费贷A005447519,73110405,7229820,128.58,2.24
消费贷A005448929,73122211,7229820,173.33,3.02
消费贷A005450071,73129878,7229820,46.24,0.57
消费贷A005479076,73367813,7229820,3940.79,86.57
消费贷A005253629,72441685,61715,1308,45.24
消费贷A007367538,100103283,7745891,2186.11,36.14
消费贷A007368740,100166226,7745891,43.56,0.82
消费贷A007365799,100025719,11190719,1627.87,35.92
消费贷A007317164,98482442,3027256,1350.19,102.48
消费贷A007356483,99629098,3027256,17.01,0.12
消费贷A007359014,99734604,3027256,84.93,0.63
消费贷A007359014,99734629,3027256,17.01,0.12
消费贷A007362961,99910858,3027256,129.52,2.04
