借款标题,投资记录ID,用户ID,还款金额（单位元，保留两位小数）,利息
消费贷A005534322,73965117,1465722,63.03,2.29
消费贷A007322109,98591951,1465722,2.42,0.02
消费贷A005448119,73113856,2646338,84.74,1.47
消费贷A005449866,73128068,2646338,526.95,13.89
消费贷A005452157,73145978,2646338,943.77,37.49
消费贷A005511887,73692393,2646338,511.26,16.5
消费贷A005511887,73692469,2646338,30.12,0.94
消费贷A005515473,73725104,2646338,1371.40,44.32
消费贷A005418228,72837354,9659096,443.33,14.95
消费贷A005418236,72837359,9659096,435.98,12.59
消费贷A005418232,72837365,9659096,467.53,15.78
消费贷A005418243,72837366,9659096,1620.32,15.52
消费贷A005418263,72837408,9659096,979.34,9.38
消费贷A007376316,100552024,7397406,62.64,1.38
消费贷A007383995,100984493,7397406,1353.03,9.58
消费贷A004446495,71310946,1382622,395.91,7.6
消费贷A004546874,71476912,1262868,316.18,7.6
消费贷A007370570,100253892,11361807,3003.95,56.53
消费贷A005431581,72950553,3966069,1780.36,68.88
消费贷A007372496,100346746,4573072,1030.06,19.37
消费贷A007372500,100346868,4573072,2746.80,51.67
消费贷A007378519,100688656,4573072,573.84,10.2
消费贷A007368844,100175988,11440421,514.90,7.3
消费贷A007381625,100842042,11440421,98.95,4.45
消费贷A007381624,100842050,11440421,62.16,1.63
消费贷A005231426,72386270,9043060,183.08,4.39
消费贷A005431253,72946550,9043060,184.81,2.65
消费贷A005432813,72964299,9043060,1889.82,27.2
消费贷A005441892,73058020,162892,68.91,1.31
消费贷A005483487,73399705,162892,24.63,0.2
消费贷A005491487,73474862,162892,33.13,0.84
消费贷A005495999,73527017,162892,1490.51,52.59
消费贷A004410358,71260320,8566065,344.80,6.62
消费贷A004801468,71799641,8566065,2650.18,52.28
消费贷A004366155,71202337,6077203,275.46,5.27
消费贷A004448049,71342358,6077203,16.51,0.3
消费贷A004751923,71726741,6077203,1393.46,34.4
消费贷A004190024,70952150,1487861,13.91,0.25
消费贷A005296985,72504303,1487861,82.02,2.35
消费贷A005326353,72558478,1487861,227.73,6.57
消费贷A005369859,72633657,1487861,227.73,6.57
消费贷A005412408,72792583,1487861,543.79,18.36
消费贷A005436162,72997671,1487861,46.33,0.66
消费贷A005437989,73021534,1487861,16.25,0.23
消费贷A007368901,100178726,11135191,50.55,0.7
消费贷A007380832,100806352,11135191,3261.35,57.95
消费贷A005442447,73062154,9825550,2322,92.33
消费贷A005201622,72336419,1399668,23.69,0.55
消费贷A005414476,72808780,1399668,46.70,0.44
消费贷A005415216,72812982,1399668,10.78,0.1
消费贷A005416681,72826284,1399668,187.85,4.49
消费贷A005416988,72830706,1399668,407.87,13.76
消费贷A005418808,72841504,1399668,11.79,0.11
消费贷A005422474,72868482,1399668,34.77,0.33
消费贷A005422828,72870937,1399668,69.71,0.66
消费贷A005422832,72871079,1399668,34.11,0.32
消费贷A005424165,72879093,1399668,28.01,0.91
消费贷A005424983,72887258,1399668,6.74,0.06
消费贷A005425462,72890283,1399668,10.44,0.09
消费贷A005427387,72905122,1399668,271.96,9.17
消费贷A005427577,72906831,1399668,67.63,2.25
消费贷A005429611,72927358,1399668,83.44,2.82
消费贷A005453478,73156993,11276317,59.41,0.73
消费贷A005498920,73545568,11276317,626.63,17.31
消费贷A005463150,73224043,11284913,637.23,13.98
消费贷A005470498,73293086,11284913,1000.25,21.96
消费贷A005472478,73310460,11284913,726.17,15.93
消费贷A005472478,73310477,11284913,1002.05,22
消费贷A005472478,73310492,11284913,69.24,1.5
消费贷A005474531,73325893,11284913,1692.72,37.18
消费贷A007343034,99106931,9507760,87.04,0.68
消费贷A007361375,99822123,9507760,956.29,15.17
消费贷A007366152,100044660,9507760,339.16,2.54
消费贷A007369676,100214864,9507760,1515.76,28.5
消费贷A007370484,100255530,9507760,511.05,7.24
消费贷A007373996,100424471,9507760,104.58,1.86
消费贷A007349102,99302272,11758522,8.98,0.07
消费贷A007355847,99601214,11758522,260.07,3.08
消费贷A007369860,100226797,11758522,50.55,0.7
消费贷A007370515,100253635,11758522,34.38,0.62
消费贷A007371101,100273971,11758522,171.72,3.2
消费贷A007371101,100273980,11758522,34.38,0.62
消费贷A007371199,100279694,11758522,34.65,0.63
消费贷A007371976,100320078,11758522,34.38,0.62
消费贷A007373033,100376417,11758522,34.38,0.62
消费贷A007373164,100383345,11758522,76.54,2.85
消费贷A007373344,100390899,11758522,33.83,0.35
消费贷A007373623,100404520,11758522,1.52,0.01
消费贷A004643071,71583037,9174274,902.63,21.72
消费贷A007346957,99244975,11371691,87.04,0.68
消费贷A007356474,99629025,11371691,686.33,5.14
消费贷A005413209,72800759,4478033,317.04,10.7
消费贷A004956519,71989056,818240,3667.90,90.58
消费贷A005097935,72180611,818240,3667.90,90.58
消费贷A005260767,72445913,818240,1821.02,52.67
消费贷A005260964,72446067,818240,37.19,1.05
消费贷A005382874,72662427,818240,696.07,6.66
消费贷A005407542,72745546,818240,455.32,13.15
消费贷A005412951,72797652,818240,696.07,6.66
消费贷A005415461,72814181,818240,543.79,18.36
消费贷A005418808,72841561,818240,5.60,0.05
消费贷A005418870,72841565,818240,8237.63,278.46
消费贷A005419790,72849611,818240,545.37,18.41
消费贷A005429474,72926315,818240,626.08,5.99
消费贷A005437611,73016023,10979536,9.36,0.12
消费贷A007337992,98956016,10979536,428.23,10.19
消费贷A007356989,99653983,10979536,6.54,0.05
消费贷A005414928,72812476,1382491,232.09,2.22
消费贷A005416792,72827229,1382491,55.43,1.85
消费贷A005420882,72857776,1382491,1020.82,9.78
消费贷A005422587,72869392,1382491,1087.50,36.74
消费贷A005424309,72884081,1382491,20.17,0.19
消费贷A005429896,72930345,1382491,184.81,2.65
消费贷A005431679,72951312,1382491,184.81,2.65
消费贷A005432431,72959235,1382491,9.36,0.12
消费贷A005433813,72973970,1382491,656.77,9.45
消费贷A005436544,73001173,1382491,63.22,2.41
消费贷A005439761,73037143,1382491,27.68,0.51
消费贷A005447853,73113460,1382491,1433.12,56.94
消费贷A005452350,73150436,1382491,27.45,0.47
消费贷A005452350,73150439,1382491,759.23,13.31
消费贷A005452961,73159229,1382491,128.73,2.24
消费贷A005454381,73164216,1382491,22.37,0.38
消费贷A005457539,73186192,1382491,144.28,5.7
消费贷A005461869,73213913,1382491,118.41,2.58
消费贷A005463683,73230984,1382491,18.69,0.4
消费贷A005464858,73240000,1382491,122.14,5.39
消费贷A004230914,71025793,9610028,89.88,1.71
消费贷A004620511,71547445,9610028,1817.00,43.73
消费贷A005440117,73040476,4018443,7514.16,327.63
消费贷A007342954,99105380,7757997,87.04,0.68
消费贷A007369615,100212116,7757997,51.69,0.72
消费贷A007373290,100389185,7757997,50.55,0.7
消费贷A007373791,100414024,7757997,335.70,5.94
消费贷A007373924,100425409,7757997,84.84,0.6
消费贷A007376576,100567298,7757997,252.67,3.57
消费贷A007376576,100567312,7757997,50.55,0.7
消费贷A007377013,100591091,7757997,335.70,5.94
消费贷A007378282,100672974,7757997,16.99,0.12
消费贷A007379844,100760496,7757997,169.05,1.79
消费贷A007380852,100808084,7757997,252.67,3.57
消费贷A007381904,100854461,7757997,216.86,3.84
消费贷A007358587,99715043,7426410,840.78,6.3
消费贷A005461977,73214948,11296567,1199.15,53.03
消费贷A005462056,73215233,11296567,1340.42,29.43
消费贷A007377150,100596771,3608679,338.08,3.59
消费贷A007377150,100596798,3608679,295.44,3.14
消费贷A005412587,72794066,2678323,27.29,0.89
消费贷A005423825,72879703,2678323,92.90,0.88
消费贷A005434343,72978373,2678323,184.81,2.65
消费贷A005443575,73073887,2678323,1217.85,21.36
消费贷A005261263,72456255,10072999,81.40,1.16
消费贷A005425871,72893291,10072999,25.97,0.6
消费贷A005425911,72893642,10072999,9.43,0.08
消费贷A005425991,72895127,10072999,783.11,26.45
消费贷A005426578,72899663,10072999,6.05,0.05
消费贷A005427525,72906353,10072999,25.80,0.24
消费贷A005428237,72912628,10072999,232.60,2.22
消费贷A005428994,72919359,10072999,62.01,0.59
消费贷A005429628,72927979,10072999,16.37,0.15
消费贷A005429629,72928008,10072999,9.23,0.08
消费贷A005429631,72928054,10072999,550.52,7.91
消费贷A005429652,72928319,10072999,19.73,0.27
消费贷A005429741,72929165,10072999,99.86,3.35
消费贷A005430196,72934371,10072999,40.82,0.58
消费贷A005431560,72950393,10072999,5615.84,217.28
消费贷A007377382,100615964,11182972,1319.82,23.44
消费贷A005416317,72822903,79477,543.79,18.36
消费贷A005418303,72837564,79477,74.63,0.71
消费贷A005429681,72928618,79477,543.79,18.36
消费贷A005430127,72933075,79477,82.67,1.19
消费贷A004165083,70914371,9598952,13.91,0.25
消费贷A007343145,99110557,9598952,17.46,0.13
消费贷A007363099,99915103,9598952,33.86,0.37
消费贷A007363099,99915108,9598952,33.86,0.37
消费贷A007363099,99915120,9598952,44.05,0.49
消费贷A007368173,100152806,9598952,65.80,1.22
消费贷A007368194,100152817,9598952,34.38,0.62
消费贷A007368250,100152840,9598952,34.38,0.62
消费贷A007368250,100152868,9598952,34.38,0.62
消费贷A007368178,100152894,9598952,34.38,0.62
消费贷A007368697,100165380,9598952,33.83,0.35
消费贷A007368694,100165650,9598952,171.72,3.2
消费贷A007370484,100255489,9598952,252.67,3.57
消费贷A007371476,100295934,9598952,34.38,0.62
消费贷A007372352,100338897,9598952,34.38,0.62
消费贷A007372640,100355057,9598952,34.38,0.62
消费贷A007372683,100355094,9598952,515.06,9.67
消费贷A007372826,100366470,9598952,34.38,0.62
消费贷A007373627,100405089,9598952,35.80,0.37
消费贷A007374035,100427343,9598952,229.24,5.15
消费贷A007375161,100484272,9598952,42.80,0.94
消费贷A007375585,100504491,9598952,33.83,0.35
消费贷A007376351,100552634,9598952,42.80,0.94
消费贷A007377187,100603603,9598952,627.64,16.58
消费贷A005150460,72248630,10469803,906.14,22.38
消费贷A005415373,72814024,8588941,8.63,0.08
消费贷A005539818,74141630,8588941,179.05,7.43
消费贷A005539818,74141634,8588941,35.91,1.44
消费贷A007342327,99090906,8588941,8.76,0.06
消费贷A007343208,99111569,8588941,8.76,0.06
消费贷A007348057,99272877,8588941,51.22,1.39
消费贷A007352740,99415614,8588941,8.76,0.06
消费贷A007354557,99524271,8588941,52.04,0.61
消费贷A007354557,99524272,8588941,17.39,0.19
消费贷A007358748,99725103,8588941,17.01,0.12
消费贷A007360988,99803923,8588941,129.52,2.04
消费贷A007360988,99803937,8588941,25.95,0.39
消费贷A007361536,99835659,8588941,44.45,0.69
消费贷A007361556,99836388,8588941,169.19,1.89
消费贷A007362604,99883527,8588941,169.19,1.89
消费贷A007367102,100090661,8588941,25.95,0.39
消费贷A007367869,100134121,8588941,34.44,0.66
消费贷A007368118,100144883,8588941,34.38,0.62
消费贷A007368870,100177538,8588941,804.63,15.13
消费贷A007353049,99423527,11791790,956.99,7.57
消费贷A007354985,99546270,11791790,50.97,0.38
消费贷A007357905,99687149,11791790,594.30,4.45
消费贷A007357905,99687174,11791790,17.01,0.12
消费贷A007360398,99780620,11791790,1.69,0.02
消费贷A007341986,99080028,11415596,483.40,3.82
消费贷A007342651,99096795,11415596,522.04,4.13
消费贷A007344485,99150291,11415596,89.50,0.7
消费贷A007347307,99250241,11415596,104.37,0.82
消费贷A007374225,100435350,11415596,3680.47,139.37
消费贷A005498696,73544435,7429779,4268.63,118.07
消费贷A005433166,72968121,6930395,45.36,0.64
消费贷A007356101,99614469,6930395,50.97,0.38
消费贷A007356104,99614560,6930395,34.72,0.4
消费贷A007356104,99614590,6930395,17.39,0.19
消费贷A007356286,99619760,6930395,17.01,0.12
消费贷A007357455,99671565,6930395,84.93,0.63
消费贷A007357602,99676501,6930395,33.99,0.25
消费贷A007365199,99990542,6930395,25.95,0.39
消费贷A007365199,99990558,6930395,25.95,0.39
消费贷A007369604,100209580,6930395,171.72,3.2
消费贷A007369604,100209584,6930395,34.38,0.62
消费贷A007369789,100219843,6930395,252.67,3.57
消费贷A007370272,100241126,6930395,50.55,0.7
消费贷A007371179,100278283,6930395,171.72,3.2
消费贷A007371394,100289334,6930395,169.05,1.79
消费贷A007371394,100289348,6930395,33.83,0.35
消费贷A007371394,100289354,6930395,33.83,0.35
消费贷A007372417,100342834,6930395,34.38,0.62
消费贷A007372688,100356501,6930395,171.72,3.2
消费贷A007373017,100376078,6930395,171.72,3.2
消费贷A007373017,100376081,6930395,34.38,0.62
消费贷A007373022,100376094,6930395,34.38,0.62
消费贷A007373023,100376097,6930395,34.38,0.62
消费贷A007373192,100384508,6930395,171.72,3.2
消费贷A007373575,100400412,6930395,50.55,0.7
消费贷A007373747,100410772,6930395,42.80,0.94
消费贷A007375080,100477502,6930395,16.99,0.12
消费贷A007375398,100495910,6930395,23.36,0.24
消费贷A004233351,71021684,2357555,41.14,0.78
消费贷A005166853,72274493,2357555,296.08,7.1
消费贷A005183975,72298403,2357555,18.48,0.42
消费贷A005416695,72826804,2357555,93.51,0.89
消费贷A005417924,72836430,2357555,32.37,1.05
消费贷A005420069,72852265,2357555,407.97,13.76
消费贷A005420694,72856468,2357555,9.73,0.09
消费贷A005420912,72857898,2357555,6.13,0.05
消费贷A005421020,72860255,2357555,232.10,2.22
消费贷A005424271,72882814,2357555,46.92,0.44
消费贷A005425610,72891471,2357555,93.44,0.89
消费贷A005425911,72893662,2357555,18.44,0.17
消费贷A005429029,72919657,2357555,92.92,0.88
消费贷A005430382,72935874,2357555,48.56,0.69
消费贷A005430846,72942151,2357555,35.16,1.31
消费贷A005437334,73011348,2357555,241.18,3.47
消费贷A005439704,73036630,2357555,332.38,6.39
消费贷A005062199,72132860,9118415,91.78,2.24
消费贷A005232433,72399339,9118415,227.73,6.57
消费贷A005435176,72988114,9118415,277.16,3.98
消费贷A005443038,73069183,9118415,36.57,1.43
消费贷A005506606,73631494,9118415,813.01,26.25
消费贷A005517008,73741251,9118415,610.50,22.55
消费贷A007362208,99862610,11408865,770.74,8.67
消费贷A007368901,100178746,11748968,1263.26,17.92
消费贷A007369433,100200769,11748968,16.99,0.12
消费贷A007372174,100329547,11748968,50.55,0.7
消费贷A007380832,100806373,11748968,17.38,0.3
消费贷A005422820,72870778,8695420,92.90,0.88
消费贷A005429349,72925195,8695420,92.90,0.88
消费贷A005429365,72925349,8695420,1302.70,12.48
消费贷A005430976,72944235,8695420,508.28,7.3
消费贷A005433638,72972430,8695420,349.81,5.03
消费贷A005435459,72992018,8695420,126.23,1.8
消费贷A005437436,73012674,8695420,430.27,6.19
消费贷A005437556,73015379,8695420,182.51,2.61
消费贷A005448003,73116489,8695420,138.15,2.4
消费贷A005448943,73122374,8695420,898.90,35.71
消费贷A005450239,73131893,8695420,400.89,7.01
消费贷A005452157,73145926,8695420,845.67,33.59
消费贷A005457367,73185047,8695420,1071.86,42.59
消费贷A005465270,73240874,8695420,2831.05,62.18
消费贷A005468215,73265174,8695420,636.48,13.96
消费贷A005510778,73679287,8695420,2708.99,87.54
消费贷A005528083,73880046,8695420,3146.22,116.37
消费贷A005531308,73927116,8695420,2831.61,104.73
消费贷A005542506,74222336,8695420,4434.24,226.56
消费贷A007345935,99205158,8695420,788.77,6.24
消费贷A007346843,99240024,8695420,831.04,6.57
消费贷A007352078,99388273,8695420,773.50,6.12
消费贷A007353916,99508203,8695420,10721.00,342.14
消费贷A007355246,99560836,8695420,849.01,6.36
消费贷A007363240,99920994,8695420,6435.78,231.34
消费贷A007368404,100158389,8695420,48.76,0.92
消费贷A007358761,99725503,9093239,594.30,4.45
消费贷A007372187,100330244,9093239,169.66,1.2
消费贷A007374474,100446845,9093239,3180.11,56.49
消费贷A007372144,100327881,3782388,171.88,3.21
消费贷A007372503,100346015,3782388,89.51,1.66
消费贷A007372741,100362327,3782388,171.72,3.2
消费贷A007374259,100436932,3782388,427.62,9.64
消费贷A007374997,100474748,3782388,213.84,4.8
消费贷A007375218,100484739,3782388,213.84,4.8
消费贷A007375607,100505083,3782388,213.84,4.8
消费贷A007376828,100579992,3782388,213.84,4.8
消费贷A007377117,100595917,3782388,213.84,4.8
消费贷A007377366,100614534,3782388,42.80,0.94
消费贷A007377566,100625585,3782388,213.84,4.8
消费贷A007377815,100640498,3782388,76.62,2.28
消费贷A007379751,100755673,3782388,255.64,6.71
消费贷A007380202,100777079,3782388,51.16,1.32
消费贷A007380847,100812023,3782388,511.23,13.47
消费贷A007381225,100827576,3782388,196.99,2.09
消费贷A005503065,73590058,11493213,2565.66,118.97
消费贷A007306057,98181902,11493213,1047.00,16.61
消费贷A004625509,71555017,7246495,326.25,7.84
消费贷A005423207,72873316,8159429,83.75,0.8
消费贷A005447355,73109305,8159429,156.41,6.18
消费贷A005511452,73690930,8159429,47.75,1.18
消费贷A005531263,73964384,8159429,111.53,0.92
消费贷A005545275,74333735,8159429,2843.75,185.74
消费贷A007350169,99333505,8159429,1309.27,10.36
消费贷A007360196,99774075,8159429,849.01,6.36
消费贷A007362827,99895729,8159429,3884.13,61.65
消费贷A007369188,100187232,8159429,343.38,6.44
消费贷A007370427,100248980,8159429,1266.00,23.82
消费贷A007352171,99394093,2541440,8.76,0.06
消费贷A007355191,99559043,2541440,59.51,1.86
消费贷A007355542,99586547,2541440,17.39,0.19
消费贷A007367472,100101979,2541440,33.86,0.37
消费贷A007368284,100155150,2541440,34.38,0.62
消费贷A007368462,100160779,2541440,50.55,0.7
消费贷A007368835,100175186,2541440,34.38,0.62
消费贷A007369210,100188645,2541440,34.38,0.62
消费贷A007369904,100223820,2541440,42.80,0.94
消费贷A007370670,100263043,2541440,34.38,0.62
消费贷A007372148,100328428,2541440,34.38,0.62
消费贷A007372507,100347365,2541440,34.38,0.62
消费贷A007372703,100357439,2541440,34.38,0.62
消费贷A007372974,100374314,2541440,34.38,0.62
消费贷A007372974,100374333,2541440,34.38,0.62
消费贷A007373192,100384360,2541440,34.38,0.62
消费贷A007373522,100399297,2541440,50.55,0.7
消费贷A007374547,100449692,2541440,42.80,0.94
消费贷A007375236,100485281,2541440,42.80,0.94
消费贷A007375712,100520123,2541440,42.80,0.94
消费贷A007376267,100550556,2541440,67.68,2.26
消费贷A007376975,100590175,2541440,42.80,0.94
消费贷A007377401,100615904,2541440,67.15,1.17
消费贷A007377875,100645485,2541440,42.80,0.94
消费贷A007378152,100664716,2541440,42.80,0.94
消费贷A007378519,100688744,2541440,67.15,1.17
消费贷A007378696,100701978,2541440,50.55,0.7
消费贷A007379253,100731787,2541440,51.16,1.32
消费贷A007380433,100790788,2541440,33.83,0.35
消费贷A007380615,100798241,2541440,51.16,1.32
消费贷A007380709,100803478,2541440,6.73,0.05
消费贷A005471174,73297500,5164659,187.03,4.09
消费贷A005482352,73392897,5164659,589.36,28.7
消费贷A007383982,100984005,6522072,2779.26,19.68
消费贷A005531265,73912403,8095523,31.55,1.12
消费贷A005531297,73923932,8095523,52.80,3.12
消费贷A005531879,73939235,8095523,40.17,1.8
消费贷A005533372,73953159,8095523,31.55,1.12
消费贷A005533808,73956289,8095523,52.80,3.12
消费贷A005534402,73967496,8095523,31.55,1.12
消费贷A005535575,73983228,8095523,31.55,1.12
消费贷A005538271,74069387,8095523,31.55,1.12
消费贷A005538740,74081700,8095523,157.39,5.79
消费贷A005539186,74097512,8095523,52.80,3.12
消费贷A005537470,74128296,8095523,8.76,0.06
消费贷A005537470,74128371,8095523,17.46,0.13
消费贷A005539916,74144261,8095523,455.05,29.66
消费贷A005543582,74258015,8095523,48.63,2.64
消费贷A005544757,74306811,8095523,35.88,1.44
消费贷A005545040,74318007,8095523,35.88,1.44
消费贷A005545275,74333633,8095523,56.93,3.64
消费贷A005545047,74347671,8095523,8.76,0.06
消费贷A007375979,100534526,8095523,122.55,2.76
消费贷A007378146,100660968,64010,1173.25,12.48
消费贷A005484597,73412298,11397522,1991.47,97.08
消费贷A007356483,99629138,9337272,17.01,0.12
消费贷A007358462,99710394,9337272,17.01,0.12
消费贷A007359520,99755334,9337272,17.01,0.12
消费贷A007367771,100115109,9337272,34.44,0.66
消费贷A007368351,100156254,9337272,34.38,0.62
消费贷A007368513,100162328,9337272,34.38,0.62
消费贷A007368972,100179531,9337272,34.38,0.62
消费贷A007369375,100198023,9337272,34.38,0.62
消费贷A007369505,100206848,9337272,34.38,0.62
消费贷A007370037,100227449,9337272,42.80,0.94
消费贷A007373363,100391890,9337272,50.55,0.7
消费贷A007373522,100399289,9337272,50.55,0.7
消费贷A007373729,100410236,9337272,67.15,1.17
消费贷A007376816,100578731,9337272,67.15,1.17
消费贷A007376976,100590091,9337272,54.27,0.95
消费贷A005425418,72889912,11045914,1240.16,41.92
消费贷A005521859,73772261,11425316,766.88,28.34
消费贷A005521860,73772267,11425316,2004.43,92.94
消费贷A005521885,73772326,11425316,732.22,27.08
消费贷A007356097,99614257,848274,17.01,0.12
消费贷A007369603,100209829,848274,33.83,0.35
消费贷A007372789,100364737,848274,16.99,0.12
消费贷A007374010,100425567,848274,67.15,1.17
消费贷A007374974,100472901,848274,16.99,0.12
消费贷A007375384,100494809,848274,50.55,0.7
消费贷A007378820,100709182,848274,16.99,0.12
消费贷A007379019,100718692,848274,460.44,4.89
消费贷A005480090,73377837,10719749,299.00,7.87
消费贷A005479894,73377838,10719749,2525.46,123.07
消费贷A005528008,73866895,10719749,9.57,0.07
消费贷A005545657,74367881,10719749,57.89,0.72
消费贷A005511113,73690297,8303487,4545.35,114.24
消费贷A005424810,72885898,8014379,18.22,0.17
消费贷A005434223,72977369,8014379,117.65,1.68
消费贷A005434758,72982688,8014379,947.08,36.62
消费贷A005467014,73255372,8014379,43.08,0.95
消费贷A004165083,70914335,9775391,81.99,1.57
消费贷A004759639,71736848,8660215,91.78,2.24
消费贷A004810595,71811116,8660215,91.78,2.24
消费贷A004865979,71875318,8660215,91.78,2.24
消费贷A005215650,72347364,8660215,138.00,2.64
消费贷A005215650,72347485,8660215,138.00,2.64
消费贷A005248959,72422125,8660215,227.73,6.57
消费贷A005416732,72826651,8660215,543.79,18.36
消费贷A005503952,73595824,8660215,3491.47,194.91
消费贷A004775703,71760169,8709967,1322.42,32.64
消费贷A005496373,73530486,8709967,207.65,10.12
消费贷A004288024,71094460,3912148,1347.44,25.9
消费贷A005436119,72997346,8790436,3694.15,53.18
消费贷A005449866,73128054,8790436,340.08,8.98
消费贷A005330772,72562034,8084779,2376.28,68.74
消费贷A007350009,99329138,11679377,717.83,5.68
消费贷A007361320,99820304,1405535,2111.14,33.5
消费贷A005462520,73216733,2328452,212.93,6.54
消费贷A005466383,73252484,2328452,565.91,12.41
消费贷A005496797,73532955,2328452,3510.50,92.66
消费贷A005382844,72662323,864310,2059.35,59.56
消费贷A005382844,72662339,864310,22.87,0.63
消费贷A005468613,73268804,864310,1221.55,54.04
消费贷A005203080,72337650,10626173,183.08,4.39
消费贷A005412683,72795856,10626173,1619.39,46.85
消费贷A005528037,73872133,8390549,921.87,38.38
消费贷A004908816,71925408,1367975,2274.99,56.19
消费贷A005429128,72920790,3897516,232.09,2.22
消费贷A005430224,72934488,3897516,277.16,3.98
消费贷A005520033,73761451,3897516,314.69,17.56
消费贷A005528036,73870667,11659146,157.39,5.79
消费贷A005528057,73875981,11659146,31.55,1.12
消费贷A005528104,73883262,11659146,31.55,1.12
消费贷A005528104,73883273,11659146,31.55,1.12
消费贷A005528185,73894477,11659146,31.55,1.12
消费贷A005531098,73907436,11659146,31.55,1.12
消费贷A005531321,73930043,11659146,52.80,3.12
消费贷A005533840,73958490,11659146,31.55,1.12
消费贷A005534961,73973242,11659146,5.46,0.19
消费贷A007336910,98919049,11867804,2463.4,29.29
消费贷A007366304,100051050,6250949,507.51,5.71
消费贷A007367890,100135472,6250949,252.82,3.78
消费贷A007367890,100135501,6250949,50.58,0.74
消费贷A007369440,100201474,6250949,50.55,0.7
消费贷A007369637,100212863,6250949,252.67,3.57
消费贷A007371224,100281084,6250949,252.67,3.57
消费贷A007371443,100293482,6250949,252.67,3.57
消费贷A007372183,100329243,6250949,50.55,0.7
消费贷A007375558,100503443,6250949,16.99,0.12
消费贷A007376217,100549585,6250949,67.15,1.17
消费贷A007377001,100590827,6250949,67.15,1.17
消费贷A007378282,100672927,6250949,16.99,0.12
消费贷A007379851,100760805,6250949,15.05,0.21
消费贷A007353253,99432459,4520869,43.56,0.34
消费贷A007361556,99836363,4520869,33.86,0.37
消费贷A007367530,100109151,4520869,33.86,0.37
消费贷A007371105,100274254,4520869,34.38,0.62
消费贷A007372571,100352815,4520869,50.55,0.7
