借款标题,投资记录ID,用户ID,还款金额（单位元，保留两位小数）,利息
消费贷A007375790,100525361,11903146,336.39,7.58
消费贷A004233351,71021203,4740200,251.36,4.83
消费贷A004185689,70958155,6515776,163.71,3.15
消费贷A007355774,99595510,4464736,27.36,0.31
消费贷A007364694,99973230,4464736,1294.74,20.54
消费贷A007372764,100363502,4464736,34.38,0.62
消费贷A007372766,100363510,4464736,171.72,3.2
消费贷A007373157,100382765,4464736,16.99,0.12
消费贷A007373157,100382771,4464736,3.00,0.02
消费贷A005429912,72930807,11157634,485.18,16.36
消费贷A005430669,72939403,11157634,541.50,7.78
消费贷A005431369,72947613,11157634,372.22,5.35
消费贷A005435933,72995935,11157634,405.94,15.69
消费贷A007372027,100319481,12065940,171.72,3.2
消费贷A007372027,100319504,12065940,40.90,0.75
消费贷A007372027,100319526,12065940,273.94,5.14
消费贷A005269412,72458197,6900805,3414.35,98.75
消费贷A005413728,72808065,6900805,543.79,18.36
消费贷A005428453,72913622,6900805,359.83,12.16
消费贷A004369824,71217395,2329614,490.82,9.43
消费贷A005432656,72962686,2258956,184.81,2.65
消费贷A007383995,100984495,2258956,483.91,3.42
消费贷A007372063,100324265,3018781,252.67,3.57
消费贷A007372764,100363512,3018781,171.72,3.2
消费贷A007375585,100504535,3018781,169.05,1.79
消费贷A007377703,100634863,3018781,84.84,0.6
消费贷A007378321,100676316,3018781,213.84,4.8
消费贷A007378925,100714575,3018781,213.84,4.8
消费贷A007380365,100788696,3018781,151.32,2.14
消费贷A007339410,99003925,7056477,4310.76,102.89
消费贷A005494691,73518284,6513749,1178.79,31.09
消费贷A005520011,73761160,6513749,1725.03,55.73
消费贷A005521130,73769368,6513749,763.84,42.63
消费贷A005434672,72981938,3360777,92.49,1.32
消费贷A005457338,73184560,3360777,181.60,3.97
消费贷A005458734,73197744,3360777,181.60,3.97
消费贷A005463452,73226338,3360777,399.75,17.65
消费贷A005478942,73367206,3360777,181.60,3.97
消费贷A005501739,73576486,3360777,443.48,22.62
消费贷A005502440,73586281,3360777,153.28,4.94
消费贷A005420828,72857389,9212082,418.95,14.15
消费贷A005454386,73164256,8009797,751.57,13.18
消费贷A005454394,73164305,8009797,41.13,0.71
消费贷A005455125,73169186,8009797,95.42,1.66
消费贷A005459097,73200785,8009797,92.74,2.02
消费贷A005467014,73255433,8009797,654.76,14.36
消费贷A005467058,73255468,8009797,287.87,6.29
消费贷A005531304,73926532,8009797,786.60,29.05
消费贷A005531304,73926534,8009797,19.89,0.73
消费贷A005286182,72484312,8029253,33.27,0.93
消费贷A005361481,72619613,8029253,60.26,1.14
消费贷A005402664,72717144,8029253,94.73,2.7
消费贷A005406549,72737087,8029253,121.68,3.49
消费贷A005407948,72749178,8029253,305.29,8.81
消费贷A005416214,72822319,8029253,412.72,13.93
消费贷A005479773,73376420,8029253,778.48,37.95
消费贷A007383957,100984250,3779590,562.11,3.97
消费贷A007331189,98758460,9229514,2141.00,51.09
消费贷A007344591,99151879,9229514,87.04,0.68
消费贷A007356008,99607400,9229514,606.61,7.21
消费贷A007369023,100181015,9229514,1269.63,18.02
消费贷A007370177,100235416,3739760,1263.26,17.92
消费贷A007374631,100453805,3739760,252.67,3.57
消费贷A007375322,100493006,3739760,335.70,5.94
消费贷A007376576,100567338,3739760,252.67,3.57
消费贷A007379448,100744895,3739760,418.14,8.9
消费贷A007381409,100834301,3739760,419.76,17.44
消费贷A007382325,100882661,3739760,169.05,1.79
消费贷A007382477,100889667,3739760,169.05,1.79
消费贷A007382926,100903067,3739760,57.74,0.61
消费贷A007354662,99528805,8449227,52.04,0.61
消费贷A007376964,100586735,8449227,643.39,11.41
消费贷A005408966,72754849,387144,3052.28,329.26
消费贷A005412000,72787513,387144,92.90,0.88
消费贷A005416461,72824576,387144,92.90,0.88
消费贷A005420750,72856804,387144,92.90,0.88
消费贷A005423727,72879445,387144,543.79,18.36
消费贷A005448743,73120297,387144,356.88,14.16
消费贷A005450234,73131742,387144,1367.37,23.99
消费贷A005474016,73321563,387144,907.66,19.93
消费贷A005476602,73349511,387144,1815.24,39.87
消费贷A005481120,73388449,387144,1840.70,48.59
消费贷A005450893,73135733,9745625,232.68,4.07
消费贷A005483672,73404088,9745625,851.83,22.47
消费贷A005520611,73764241,9745625,72.21,3.99
消费贷A005451595,73149780,11073767,689.48,12.1
消费贷A005434759,72982707,10144981,556.22,7.99
消费贷A007354831,99540711,10144981,17.01,0.12
消费贷A007359135,99739557,10144981,84.93,0.63
消费贷A007365331,100000422,10144981,169.19,1.89
消费贷A007366737,100075237,10144981,33.86,0.37
消费贷A007368011,100145243,10144981,29.79,0.21
消费贷A007370320,100241703,10144981,50.55,0.7
消费贷A007372810,100365429,10144981,252.67,3.57
消费贷A007372953,100373456,10144981,50.55,0.7
消费贷A007375329,100493656,10144981,50.55,0.7
消费贷A007376213,100549259,10144981,111.97,1.19
消费贷A004474958,71351648,6693938,215.24,4.13
消费贷A005423437,72874463,6693938,315.53,3.02
消费贷A005489543,73459796,6693938,299.38,7.9
消费贷A005413301,72801713,5839884,92.90,0.88
消费贷A005417507,72834516,5839884,271.96,9.17
消费贷A005443991,73079785,5839884,19.25,0.32
消费贷A005448136,73114175,5839884,107.12,4.22
消费贷A005448828,73120870,5839884,136.82,2.39
消费贷A005452300,73147524,5839884,129.89,1.62
消费贷A005455128,73169213,5839884,390.83,15.5
消费贷A005501074,73570352,5839884,283.81,7.83
消费贷A005513703,73711363,5839884,271.20,8.74
消费贷A005517494,73744151,5839884,274.50,8.84
消费贷A005520614,73764665,5839884,157.63,5.08
消费贷A005462471,73216490,11172093,118.12,2.58
消费贷A005487786,73449144,11172093,1129.65,29.81
消费贷A005521869,73774320,11172093,52.59,0.43
消费贷A005531296,73923251,11172093,269.95,9.95
消费贷A005531297,73923267,11172093,1192.97,72.24
消费贷A005531309,73927403,28761,562.2,20.78
消费贷A004230903,71024535,3560557,827.31,15.89
消费贷A004257532,71057274,3560557,45.13,0.85
消费贷A004965559,72002245,3560557,926.04,13.67
消费贷A005413728,72808069,3560557,543.79,18.36
消费贷A005466563,73253789,3560557,544.64,11.94
消费贷A005483583,73403751,3560557,12.58,0.61
消费贷A004959187,71992970,10422467,1169.87,28.89
消费贷A005414525,72809104,468066,1715.54,138.75
消费贷A005415469,72814724,468066,106.81,1.02
消费贷A005420600,72855739,468066,620.67,20.95
消费贷A005421873,72864861,468066,271.39,2.6
消费贷A005415303,72813646,1448051,92.90,0.88
消费贷A005500830,73568485,1448051,325.09,8.99
消费贷A004615109,71551547,1961078,41.18,0.96
消费贷A005407871,72748414,1961078,361.13,10.42
消费贷A005426166,72897474,1961078,665.20,22.45
消费贷A005429339,72925123,1961078,1129.12,38.13
消费贷A005430175,72933620,1961078,233.66,8.99
消费贷A005492300,73483211,1961078,1364.10,35.99
消费贷A004775679,71760248,3567686,700.55,17.28
消费贷A004775706,71760249,3567686,647.82,15.98
消费贷A004775713,71760302,3567686,1084.76,26.79
消费贷A004742761,71711337,4851770,3027.34,74.78
消费贷A007337870,98953073,2545751,410.91,9.78
消费贷A005097935,72181393,10314988,366.90,9.04
消费贷A005418714,72840663,10314988,696.07,6.66
消费贷A005418714,72840682,10314988,4.77,0.04
消费贷A005419676,72848100,10314988,6.15,0.05
消费贷A005424767,72885654,10314988,228.06,7.68
消费贷A005434718,72982334,10314988,96.29,1.38
消费贷A005470946,73295794,10314988,417.52,18.47
消费贷A005052690,72124012,418931,707.16,17.45
消费贷A005052692,72124331,418931,339.57,8.36
消费贷A005059023,72127114,418931,2440.60,60.28
消费贷A004288024,71098316,6121514,138.00,2.64
消费贷A005232507,72400801,6121514,1138.17,32.9
消费贷A005232507,72400815,6121514,910.56,26.32
消费贷A005407859,72748352,6121514,155.46,4.49
消费贷A007333074,98803836,10108130,3613.34,86.25
消费贷A004446476,71339562,7922939,294.62,5.65
消费贷A004455043,71339563,7922939,71.59,1.37
消费贷A005409080,72755802,9108492,1408.4,40.73
消费贷A007383954,100983658,4764866,729.49,5.16
消费贷A005429428,72925854,7192800,88.72,4.55
消费贷A005430961,72944094,7192800,6156.67,238.23
消费贷A004182054,70941985,4771014,57.08,1.08
消费贷A004681842,71627989,4771014,41.17,0.96
消费贷A004806872,71804916,4771014,205.95,5.07
消费贷A005429955,72931225,4771014,1640.15,23.61
消费贷A005489342,73456753,8775703,1441.72,38.06
消费贷A005475951,73341946,4030633,436.75,13.46
消费贷A005432482,72959818,4905171,461.86,6.64
消费贷A005440275,73042088,4905171,58.84,1.41
消费贷A005544961,74314872,5913799,966.91,63.09
消费贷A007338482,98972859,5913799,159.78,3.8
消费贷A005178787,72290691,9808906,183.08,4.39
消费贷A005203080,72337696,9808906,183.08,4.39
消费贷A005232454,72399804,9808906,227.73,6.57
消费贷A005248959,72422116,9808906,227.73,6.57
消费贷A005383043,72662491,9808906,3414.35,98.75
消费贷A005416480,72824630,9808906,92.90,0.88
消费贷A005433177,72968209,9808906,613.99,23.76
消费贷A007360119,99772185,8765477,1036.43,16.44
消费贷A007360120,99772274,8765477,213.33,6.77
消费贷A007360122,99772292,8765477,612.11,9.7
消费贷A007367697,100113283,8765477,345.05,6.84
消费贷A007369210,100188337,8765477,343.38,6.44
消费贷A007369210,100188348,8765477,343.38,6.44
消费贷A007369086,100188518,8765477,572.54,10.77
消费贷A005408022,72749410,6614208,598.12,17.28
消费贷A005431081,72945262,6614208,1912.91,27.53
消费贷A005453837,73160384,6614208,49.44,1.5
消费贷A005460747,73208066,6614208,457.71,10.03
消费贷A005474719,73328567,6614208,190.12,4.16
消费贷A005485927,73426434,6614208,2431.32,118.48
消费贷A005517197,73742440,6614208,1063.23,34.33
消费贷A005527966,73857737,6614208,1396.68,51.64
消费贷A007314626,98431907,9023534,675.68,13.41
消费贷A005411650,72783968,3363999,963.63,32.56
消费贷A005449544,73125942,3960975,84.93,1.47
消费贷A005518036,73753262,3960975,304.88,16.99
消费贷A004546380,71448898,5797100,494.04,11.88
消费贷A005429980,72931502,1971366,184.81,2.65
消费贷A005451172,73137935,1971366,3496.93,139.07
消费贷A007354610,99527473,11994124,2037.97,61.82
消费贷A007354906,99543880,11994124,1227.41,14.58
消费贷A007342725,99098934,11252758,58.83,24.86
消费贷A007373339,100390739,11252758,954.92,10.15
消费贷A007374822,100466220,11252758,311.53,7.03
消费贷A005417400,72832843,41152,451.56,15.24
消费贷A005415606,72815576,8424516,543.79,18.36
消费贷A005415606,72815581,8424516,1477.95,49.94
消费贷A005463346,73225514,8424516,664.03,17.52
消费贷A005435435,72991785,2637036,76.66,1.09
消费贷A005448206,73115291,2637036,55.09,0.97
消费贷A007342512,99094293,11787383,4095.83,114.22
消费贷A004343547,71179414,465090,90.97,1.74
消费贷A005327799,72560874,465090,87.11,2.49
消费贷A005410664,72771566,465090,56.49,1.61
消费贷A005459323,73201930,465090,272.39,5.97
消费贷A005459326,73201933,465090,93.92,2.04
消费贷A005460689,73207204,465090,178.58,7.85
消费贷A005511887,73692527,465090,379.76,12.25
消费贷A007377973,100651911,10598503,1939.26,43.83
消费贷A005470153,73290041,9554011,855.43,18.79
消费贷A005448008,73116547,6300843,1134.94,19.92
消费贷A005424167,72879242,2768100,69.71,0.66
消费贷A005447868,73113730,2768100,136.82,2.39
消费贷A005501455,73573441,2768100,270.97,8.73
消费贷A005510762,73679149,2768100,27.22,0.84
消费贷A005539689,74167209,2768100,71.26,0.88
消费贷A007353918,99508658,2768100,22.67,0.25
消费贷A007355727,99593951,2768100,170.34,1.27
消费贷A007369211,100187827,2768100,252.67,3.57
消费贷A007369210,100188501,2768100,381.72,7.17
消费贷A007373592,100403581,2768100,213.84,4.8
消费贷A007376537,100563231,2768100,193.26,2.04
消费贷A007376650,100571351,2768100,44.06,0.78
消费贷A005472428,73309749,11305084,2174.55,47.77
消费贷A005487016,73436867,6044814,809.87,24.95
消费贷A005487003,73436920,6044814,809.87,24.95
消费贷A005487029,73437677,6044814,884.45,43.07
消费贷A005537700,74139420,6044814,43.92,0.34
消费贷A007376542,100563455,6044814,1453.10,32.84
消费贷A005457229,73183593,11046011,217.68,4.77
消费贷A005471251,73298195,9680966,363.12,7.96
消费贷A005512993,73715434,9680966,119.27,0.99
消费贷A005553285,74675607,9680966,346.67,4.11
消费贷A007372363,100338613,9680966,1574.65,22.35
消费贷A005453041,73159407,6206601,240.34,4.2
消费贷A005456163,73172663,6206601,410.28,7.18
消费贷A005467850,73262829,6206601,711.77,31.46
消费贷A005528090,73880586,156893,4750.89,319.41
消费贷A005528226,73903366,156893,1183.25,71.67
消费贷A007377454,100607691,1700088,683.11,12.12
消费贷A007377859,100645280,1700088,251.71,4.46
消费贷A007378699,100702582,1700088,54.60,0.38
消费贷A007383971,100983939,1700088,168.53,1.19
消费贷A007342096,99082671,11834455,2306.87,36.61
消费贷A007366406,100061997,11990098,690.89,24.81
消费贷A004190026,70951796,3808476,524.08,10.06
消费贷A004378870,71229630,3808476,1380.19,26.52
消费贷A004671495,71617695,3808476,1134.44,27.29
消费贷A005420193,72852876,3808476,223.50,5.37
消费贷A005426163,72897425,3359961,92.90,0.88
消费贷A005426166,72897457,3359961,156.27,5.27
消费贷A005406686,72737724,7409818,2730.96,79
消费贷A007357171,99658218,9062502,191.31,1.43
消费贷A007369433,100200726,9062502,55.00,0.38
消费贷A007372105,100325970,9062502,284.39,4.02
消费贷A007372867,100368399,9062502,1545.86,29.08
消费贷A005442120,73059520,11069508,138.67,2.66
消费贷A004159128,70909156,2862279,551.59,10.59
消费贷A005477406,73357481,2862279,3968.13,104.74
消费贷A004352256,71201140,57583,2757.52,53.01
消费贷A005361381,72619422,57583,291.60,5.6
消费贷A005361478,72619556,57583,1358.08,39.29
消费贷A005480572,73380232,2910424,69.64,3.35
消费贷A005510233,73675392,2910424,748.94,41.77
消费贷A005415429,72814180,10723419,113.06,1.08
消费贷A005428913,72917447,10723419,366.01,8.79
消费贷A005428919,72917661,10723419,453.27,15.3
消费贷A005428948,72917681,10723419,1205.20,40.71
消费贷A005432713,72963326,10723419,2126.82,30.61
消费贷A005450234,73131747,10723419,4102.21,71.98
消费贷A005458031,73187176,10723419,2381.96,94.7
消费贷A005460139,73203712,10723419,10891.06,239.26
消费贷A005462273,73215706,10723419,4162.98,184.23
消费贷A007383935,100984175,628980,844.15,25.49
消费贷A005431869,72953934,7880838,1296.03,24.91
消费贷A007380978,100817950,5870937,654.49,6.95
消费贷A007383988,100984338,7944573,2156.06,65.15
消费贷A004559598,71485812,2517282,22.07,0.51
消费贷A005334970,72568660,2517282,1098.62,31.78
消费贷A005510866,73680139,7470461,969.12,31.31
消费贷A007369345,100196326,3151165,452.64,8.5
消费贷A005436652,73002224,11167162,947.08,36.62
消费贷A005476254,73345813,11167162,273.07,12.07
消费贷A005410236,72767204,7283070,2331.86,67.46
消费贷A005407871,72748424,7910761,113.35,3.27
消费贷A004230914,71025864,3882285,180.19,3.46
消费贷A007348732,99291787,3783983,17.46,0.13
消费贷A007361789,99844561,3783983,67.69,0.75
消费贷A007362768,99894541,3783983,67.69,0.75
消费贷A007367530,100109097,3783983,67.69,0.75
消费贷A007371477,100294663,3783983,67.64,0.71
消费贷A007375323,100493318,3783983,33.96,0.24
消费贷A007376976,100590092,3783983,134.29,2.37
消费贷A007379054,100721495,3783983,33.96,0.24
消费贷A007379820,100759778,3783983,418.14,8.9
消费贷A007380898,100814615,3783983,418.14,8.9
消费贷A007381596,100840393,3783983,255.64,6.71
消费贷A007382482,100890472,3783983,172.67,4.53
消费贷A004616715,71549961,1455361,112.15,2.68
消费贷A005231359,72381993,1455361,25.82,0.6
消费贷A005231360,72382018,1455361,58.79,1.4
消费贷A005413324,72806400,1455361,7.68,0.07
消费贷A005431677,72951285,1455361,285.09,4.1
消费贷A005468142,73264676,1455361,148.10,3.23
消费贷A005485933,73423744,1455361,1129.65,29.81
消费贷A005493248,73502431,1455361,100.64,2.62
消费贷A005513025,73705759,1455361,60.65,3.04
消费贷A005516157,73735178,1455361,998.11,55.68
消费贷A005537948,74059145,1455361,530.11,19.58
消费贷A005531276,73912833,11443639,570.3,21.07
消费贷A005412862,72800637,3550505,2052.35,69.35
消费贷A005453713,73160234,3550505,46.10,0.79
消费贷A005484280,73409039,3550505,329.30,8.69
消费贷A004161951,70910073,2731275,166.51,3.19
消费贷A007372707,100357526,6357314,83.32,1.55
消费贷A007383952,100984006,6357314,2543.70,18.01
消费贷A007383966,100984008,6357314,1796.64,12.72
消费贷A005504057,73596566,11240847,4687.51,205.14
消费贷A005468058,73263666,3989784,181.60,3.97
消费贷A005491000,73468690,3989784,217.89,5.73
消费贷A004446495,71311090,605473,13.91,0.25
消费贷A004640697,71574308,605473,18.41,0.42
消费贷A005508390,73653897,605473,78.29,2.5
消费贷A005508390,73653958,605473,68.66,2.18
消费贷A005512622,73701897,605473,88.07,4.86
消费贷A005516893,73739959,605473,27.66,0.87
消费贷A005516994,73740133,605473,27.61,0.86
消费贷A005519794,73759911,605473,58.20,1.86
消费贷A005524099,73805289,605473,49.39,1.79
消费贷A005527992,73858999,605473,33.77,1.21
消费贷A005531298,73924754,605473,34.04,1.23
消费贷A005533840,73959140,605473,157.39,5.79
消费贷A007350956,99357191,605473,8.76,0.06
消费贷A007370363,100242942,605473,34.38,0.62
消费贷A007370670,100263223,605473,34.38,0.62
消费贷A007372953,100373431,605473,26.08,0.36
消费贷A004997335,72046254,6477129,257.80,6.34
消费贷A005211527,72343482,6477129,32.74,0.76
消费贷A005423437,72874460,6477129,75.53,0.72
消费贷A005466563,73253819,6477129,112.06,2.43
消费贷A005471154,73297263,6477129,203.61,8.05
消费贷A005472504,73310621,6477129,18.46,0.4
消费贷A005483795,73406710,6477129,38.91,0.99
消费贷A005506215,73625650,6477129,205.46,6.61
消费贷A005521093,73769150,6477129,52.18,1.89
消费贷A005527954,73856276,6477129,439.31,16.22
消费贷A007340314,99030344,6477129,10.47,0.08
消费贷A007344435,99149223,6477129,17.78,0.14
消费贷A007346957,99244974,6477129,17.46,0.13
消费贷A007347208,99249156,6477129,307.12,8.54
消费贷A007348384,99282628,6477129,17.40,0.13
消费贷A007348928,99295915,6477129,8.76,0.06
消费贷A007370314,100240930,6477129,171.72,3.2
消费贷A007372682,100355333,6477129,98.53,1.84
消费贷A005425124,72888122,10887562,483.14,4.63
消费贷A004561340,71487244,7855431,327.29,6.29
消费贷A005466564,73253888,11225498,181.60,3.97
消费贷A005508607,73655499,11225498,2564.09,143.12
消费贷A005417497,72834313,7163228,625.34,21.11
消费贷A005417924,72836506,7163228,424.21,14.33
消费贷A007376970,100590077,7863621,3896.29,88.07
消费贷A004639594,71585711,3614981,176.36,4.24
消费贷A004256194,71051256,9143742,298.02,5.73
消费贷A004576622,71483298,1399125,3659.25,88.07
消费贷A005413623,72806645,1399125,3659.25,88.07
消费贷A005421202,72861447,1399125,1385.39,19.93
消费贷A005428919,72917623,1399125,3236.53,109.39
消费贷A005433825,72974062,7848247,550.37,15.91
消费贷A005153231,72253736,7725366,1680.92,41.51
消费贷A005232885,72417483,7951676,1856.57,98.75
消费贷A005253610,72439144,7951676,3360.46,97.21
消费贷A004701535,71653597,9783763,18.41,0.42
消费贷A007342493,99093870,9783763,17.46,0.13
消费贷A007343229,99112038,9783763,43.56,0.34
消费贷A007345070,99171821,9783763,51.22,1.39
消费贷A007347582,99257392,9783763,8.76,0.06
消费贷A007347830,99266630,9783763,8.76,0.06
消费贷A007350763,99351169,9783763,8.76,0.06
消费贷A007351104,99360490,9783763,8.76,0.06
消费贷A007351435,99371535,9783763,8.76,0.06
消费贷A007352320,99397922,9783763,8.76,0.06
消费贷A007353942,99509282,9783763,28.95,0.33
消费贷A007354616,99527651,9783763,34.72,0.4
消费贷A007356596,99632158,9783763,17.39,0.19
消费贷A007360211,99773657,9783763,25.95,0.39
消费贷A007360211,99773666,9783763,77.73,1.22
消费贷A007361635,99838705,9783763,33.99,0.25
消费贷A007361635,99838722,9783763,17.01,0.12
消费贷A007363317,99922895,9783763,25.95,0.39
消费贷A007366408,100062303,9783763,67.69,0.75
消费贷A007366810,100077557,9783763,25.95,0.39
消费贷A007367496,100108938,9783763,52.05,1.01
消费贷A007368381,100156895,9783763,103.05,1.92
消费贷A007368873,100177354,9783763,68.70,1.27
消费贷A007369037,100181931,9783763,34.38,0.62
消费贷A007369086,100188594,9783763,68.70,1.27
消费贷A007369573,100209254,9783763,34.38,0.62
消费贷A007369800,100218851,9783763,118.85,3.56
消费贷A007369803,100220640,9783763,102.26,2.67
消费贷A007370115,100231155,9783763,34.38,0.62
消费贷A007370128,100232178,9783763,34.38,0.62
消费贷A007370320,100241812,9783763,50.55,0.7
消费贷A007370687,100262063,9783763,55.31,1.02
消费贷A007371040,100270096,9783763,34.38,0.62
消费贷A007371199,100279462,9783763,34.38,0.62
消费贷A007371422,100290726,9783763,34.38,0.62
消费贷A007371422,100290732,9783763,34.38,0.62
消费贷A007371855,100316434,9783763,68.70,1.27
消费贷A007372290,100334909,9783763,68.70,1.27
消费贷A007372513,100346548,9783763,34.38,0.62
消费贷A007372601,100353635,9783763,68.70,1.27
消费贷A007372794,100365598,9783763,68.70,1.27
消费贷A007373033,100376499,9783763,108.94,2.03
消费贷A007373110,100380975,9783763,50.55,0.7
消费贷A007373322,100390368,9783763,103.05,1.92
消费贷A007373398,100392569,9783763,34.38,0.62
消费贷A007373431,100395203,9783763,128.32,2.88
消费贷A007373696,100407195,9783763,85.54,1.91
消费贷A007373779,100414316,9783763,85.54,1.91
消费贷A007373947,100419453,9783763,42.80,0.94
消费贷A007374053,100428387,9783763,85.54,1.91
消费贷A007374160,100433509,9783763,85.54,1.91
消费贷A007374412,100444363,9783763,85.54,1.91
消费贷A007374670,100456505,9783763,74.00,1.65
消费贷A007374842,100467611,9783763,85.54,1.91
消费贷A007374997,100474776,9783763,85.54,1.91
消费贷A007375186,100484350,9783763,85.54,1.91
消费贷A007375394,100496168,9783763,85.54,1.91
消费贷A007375503,100502055,9783763,80.99,1.8
消费贷A007375669,100506802,9783763,85.54,1.91
消费贷A007375790,100525390,9783763,85.54,1.91
消费贷A007375863,100531724,9783763,22.47,0.15
消费贷A007376050,100537589,9783763,42.80,0.94
消费贷A007376197,100548403,9783763,102.26,2.67
消费贷A007376373,100556385,9783763,85.54,1.91
消费贷A007376681,100571504,9783763,42.80,0.94
消费贷A007376970,100590192,9783763,81.17,1.8
消费贷A007377560,100624799,9783763,85.54,1.91
消费贷A007377973,100651828,9783763,85.54,1.91
消费贷A007378433,100684101,9783763,85.54,1.91
消费贷A007378736,100704463,9783763,102.26,2.67
消费贷A007378910,100714235,9783763,85.54,1.91
消费贷A007379470,100745784,9783763,102.26,2.67
消费贷A007379653,100749998,9783763,16.99,0.12
消费贷A007380128,100776226,9783763,102.26,2.67
消费贷A007380128,100776244,9783763,134.07,3.52
消费贷A007380282,100784507,9783763,25.05,0.17
消费贷A007380521,100796321,9783763,51.18,1.34
消费贷A005479328,73370467,9848280,1807.43,47.69
消费贷A005531311,73927770,9848280,2258.78,83.56
消费贷A005416542,72825316,4698391,20.46,0.19
消费贷A005427619,72908143,4698391,22.88,0.21
消费贷A005429898,72930394,4698391,58.61,0.84
消费贷A005433143,72967874,4698391,11.48,0.16
消费贷A005437715,73016907,3956077,298.32,3.13
消费贷A005471343,73298945,3956077,825.19,36.47
消费贷A005489559,73456878,3956077,903.47,23.83
消费贷A004997371,72046497,3949933,124.82,3.06
消费贷A005415606,72815625,3949933,67.08,2.23
消费贷A005417497,72834348,3949933,145.67,4.88
消费贷A005423908,72880037,3949933,56.53,0.54
消费贷A005448328,73116867,3949933,16.61,0.64
消费贷A005373206,72640587,2386,2276.23,65.84
消费贷A007366621,100071441,2386,168.02,1.89
消费贷A007367226,100092824,2386,353.11,3.97
消费贷A005427374,72905052,6393143,36.25,0.35
消费贷A007375558,100503433,4850963,3368.19,23.85
消费贷A005430608,72938870,7048496,383.18,5.51
消费贷A005431044,72945012,7048496,631.43,24.41
消费贷A005431119,72945559,7048496,47.36,0.67
消费贷A005441598,73055692,7048496,1103.06,21.2
消费贷A005441599,73055704,7048496,413.71,7.94
消费贷A005441599,73055709,7048496,275.84,5.29
消费贷A005441599,73055715,7048496,69.08,1.32
消费贷A005463727,73231611,7048496,627.19,22.11
消费贷A005534788,74074439,7048496,178.77,1.48
消费贷A007354906,99543864,7048496,17.39,0.19
消费贷A007357228,99659455,7048496,517.93,8.2
消费贷A007365225,99991484,7048496,25.95,0.39
消费贷A007366948,100082193,7048496,33.86,0.37
消费贷A007369352,100197011,7048496,50.55,0.7
消费贷A007373422,100393030,7048496,16.99,0.12
消费贷A007376429,100557830,7048496,67.15,1.17
消费贷A007377558,100625257,7048496,67.15,1.17
消费贷A007381147,100821679,7048496,83.63,1.76
消费贷A007381636,100842802,7048496,13.01,0.34
消费贷A005431556,72950351,940371,86.34,1.24
消费贷A005152116,72253600,7037237,302.19,7.46
消费贷A004535846,71431652,3790168,457.85,11.01
消费贷A004309759,71130639,7074057,2158.68,41.49
消费贷A005343498,72576718,7074057,2135.12,61.76
