24,52.86 
104,55.44 
110,13108.12 
118,8.30 
146,13.10 
231,109.63 
232,402.61 
241,1737.83 
284,4.05 
352,2.66 
354,132.51 
361,137.93 
388,213.51 
395,13.07 
501,46.71 
508,8684.12 
509,0.70 
514,135.18 
556,575.44 
619,76.78 
654,66.75 
729,70.45 
759,76.93 
775,0.98 
824,0.52 
833,76.64 
865,1.39 
868,0.03 
870,0.57 
874,58.82 
916,345.91 
939,1.12 
950,418.27 
957,68.74 
960,38.11 
971,84.35 
990,1317.28 
1007,60.38 
1024,487.32 
1029,1443.04 
1032,67.88 
1038,97.02 
1060,1290.05 
1096,42.86 
1127,180.59 
1129,193.71 
1132,90.96 
1152,125.58 
1157,65.66 
1176,29.35 
1237,12.91 
1336,23.23 
1365,157.23 
1389,39.60 
1424,44.33 
1430,458.60 
1456,743.67 
1462,916.89 
1522,539.22 
1558,123.80 
1563,9.75 
1564,483.90 
1570,625.27 
1624,325.49 
1663,51.41 
1720,24.45 
1768,38.43 
1772,26.20 
1858,1601.54 
1873,3897.94 
1970,231.36 
2057,157.71 
2082,212.54 
2386,147.86 
2409,495.23 
2457,285.15 
2669,37.67 
2671,135.94 
2908,1369.83 
2967,740.97 
3388,943.22 
3516,897.40 
3538,21.71 
3710,107.10 
3760,816.08 
3770,45.66 
3821,114.01 
3830,1147.34 
3905,540.30 
3924,94.24 
4014,110.74 
4032,768.00 
4080,156.83 
4103,45.00 
4148,512.89 
4204,109.22 
4274,194.84 
4282,1.73 
4285,160.88 
4296,161.50 
4304,373.12 
4307,1272.79 
4429,18.39 
4441,1.19 
4508,364.74 
4579,12.75 
4593,624.60 
4597,193.64 
4638,773.04 
4664,8.84 
4698,299.04 
4703,1269.67 
4709,222.01 
4735,115.73 
4741,147.30 
4743,348.53 
4797,55.92 
4810,1802.93 
4824,1683.44 
4850,4672.48 
4876,315.29 
4880,1068.12 
4925,126.51 
4937,202.31 
4961,179.69 
4962,278.48 
5000,142.22 
5040,182.15 
5043,952.72 
5059,331.15 
5091,18.41 
5225,10.38 
5267,1980.59 
5271,78.68 
5290,128.51 
5305,264.23 
5338,100.90 
5345,639.65 
5362,24.82 
5375,380.77 
5377,95.06 
5421,14.43 
5434,94.95 
5496,490.67 
5514,242.93 
5525,3.51 
5554,275.75 
5556,1491.62 
5560,41.41 
5573,25.00 
5596,737.74 
5599,74.86 
5707,71.59 
5734,403.61 
5735,732.32 
5756,76.98 
5794,699.14 
5801,210.24 
5814,3109.47 
5830,13.59 
5842,6.51 
5844,826.71 
5851,7.01 
5854,37.73 
5888,628.70 
5919,42.96 
5928,13.37 
5982,301.49 
5995,41.56 
6011,40.68 
6012,122.44 
6033,654.04 
6044,49.92 
6098,795.69 
6145,30.47 
6246,1.29 
6280,1921.37 
6281,9.40 
6282,7.06 
6311,1309.84 
6360,849.01 
6375,13.02 
6433,3754.06 
6457,4.28 
6484,15.28 
6502,39.08 
6517,40.70 
6522,645.04 
6641,223.92 
6664,297.39 
6665,77.25 
6697,15.81 
6757,62.59 
6781,2066.19 
6782,12.56 
6795,78.47 
6867,470.73 
6938,34.30 
6963,23.26 
6995,56.01 
6999,17.20 
7010,231.87 
7049,9.16 
7064,582.09 
7085,218431.09 
7094,27.00 
7101,438.86 
7104,79.10 
7112,435.30 
7132,24.34 
7193,107.41 
7201,99.10 
7209,106.98 
7258,3.44 
7268,14.85 
7341,78.72 
7356,69.29 
7359,79.66 
7424,143.84 
7457,1853.03 
7465,581.63 
7480,135.70 
7495,211.15 
7499,31.20 
7536,56.71 
7597,45.36 
7606,437.05 
7611,73.75 
7619,232.03 
7648,244.07 
7700,35.42 
7703,147.22 
7706,367.18 
7716,9.27 
7741,147.09 
7768,0.66 
7785,33719.78 
7798,8.10 
7823,244.57 
7831,5620.31 
7832,20.24 
7852,439.27 
7894,44.36 
7921,21.51 
7937,333.10 
7982,19.34 
8043,59.99 
8085,38.80 
8087,573.16 
8094,1337.25 
8128,3818.62 
8166,253.26 
8191,50.61 
8239,54.03 
8264,4972.93 
8338,300.20 
8454,13.31 
8499,0.81 
8523,414.79 
8545,40.58 
8560,148.48 
8571,215.58 
8626,311.51 
8661,54.10 
8662,301.66 
8688,505.67 
8713,32.46 
8768,148.79 
8848,737.16 
8908,296.06 
9087,7.82 
9123,113.88 
9152,311.45 
9172,29.97 
9236,220.95 
9244,32.50 
9258,311.81 
9285,962.57 
9304,387.32 
9343,352.21 
9477,623.77 
9478,184.67 
9525,351.26 
9546,165.22 
9565,77.28 
9610,28.10 
9634,210.29 
9646,222.50 
9674,1586.74 
9698,29.04 
9700,3.20 
9722,27.06 
9733,2258.03 
9759,3.04 
9902,101.17 
9915,7.00 
9925,57.30 
9928,22.48 
9947,46.95 
9950,212.45 
9960,580.66 
9987,239.38 
10003,59.37 
10096,24.38 
10153,30.27 
10195,3.93 
10205,157.42 
10207,76.56 
10231,359.51 
10235,416.93 
10237,451.09 
10279,164.64 
10281,793.10 
10318,40.52 
10319,157.65 
10330,49.81 
10465,52.14 
10472,4798.27 
10502,58.01 
10679,0.98 
10791,30.95 
10906,65.06 
10912,2.68 
10984,108.56 
11067,381.63 
11071,16177.14 
11106,88.12 
11144,55.87 
11157,184.10 
11182,110.03 
11192,155.54 
11200,526.18 
11213,5.79 
11235,204.77 
11302,152.06 
11372,1.30 
11592,15.14 
11605,6.58 
11639,136.62 
11682,204.43 
11687,3185.26 
11766,252.19 
11802,12.19 
11821,3.46 
11830,30.89 
11853,15.89 
11869,61.03 
11936,291.53 
11987,753.98 
11997,119.52 
12113,37.71 
12115,56.94 
12118,273.91 
12123,294.02 
12175,138.58 
12196,14.74 
12267,235.29 
12293,58.48 
12325,1.52 
12424,78.96 
12468,81.23 
12508,5.71 
12552,58.45 
12601,13.87 
12630,322.90 
12659,108.86 
12745,596.41 
12791,51.98 
12794,6.53 
12805,1.04 
12813,194.53 
12842,0.23 
12867,455.70 
12897,1301.64 
12923,94.22 
12951,160.50 
12958,58.55 
13057,286.23 
13099,29.01 
13126,55.59 
13157,60.40 
13163,5519.09 
13187,61.93 
13195,30.83 
13223,161.55 
13229,202.17 
13309,78.21 
13354,213.39 
13370,26.10 
13376,46.85 
13422,40.61 
13454,13.80 
13462,65.93 
13470,90.66 
13486,659.19 
13489,338.38 
13522,23.76 
13523,30.56 
13569,4.42 
13608,203.46 
13615,16.02 
13666,236.67 
13708,15.42 
13750,2823.47 
13766,34.30 
13800,0.72 
13801,91.62 
13808,17.39 
13818,51.18 
13917,348.44 
13942,26.69 
13977,2259.05 
14013,6.00 
14014,10.57 
14043,143.95 
14048,375.14 
14059,80.16 
14102,0.77 
14132,14.65 
14142,559.46 
14166,5.24 
14181,52.00 
14184,40.49 
14232,16.30 
14241,630.20 
14268,12.16 
14308,10.73 
14319,40.09 
14346,45.49 
14374,64.23 
14379,98.85 
14451,19.52 
14515,431.32 
14547,50.61 
14600,49.45 
14604,823.80 
14623,3279.77 
14760,215.21 
14810,81.54 
14859,170.24 
14886,37.36 
14899,6.44 
14988,7654.64 
15003,751.53 
15041,44.25 
15080,143.50 
15105,119.39 
15210,18.69 
15242,0.24 
15261,139.13 
15341,197.47 
15395,196.64 
15406,22.22 
15453,30.24 
15589,107.19 
15599,329.70 
15603,81.96 
15635,1435.59 
15711,1276.26 
15737,29.46 
15753,2850.44 
15758,32.67 
15774,135.43 
15832,189.78 
15853,431.64 
15868,189.02 
15963,1.77 
15987,70.49 
16063,64.32 
16077,370.72 
16115,108.14 
16128,63.36 
16193,4.35 
16199,1948.46 
16205,554.16 
16231,736.97 
16235,1133.16 
16237,30.12 
16258,243.41 
16287,10.17 
16295,86.89 
16338,24.83 
16376,284.70 
16385,83.17 
16419,24.17 
16480,220.50 
16519,107.21 
16529,409.22 
16531,408.62 
16541,9.46 
16663,468.93 
16682,58.72 
16692,61.84 
16726,17.08 
16754,789.45 
16760,101.78 
16830,35.82 
17025,136.01 
17114,27.31 
17145,2380.54 
17186,12.98 
17193,54.63 
17262,41.92 
17266,6.76 
17277,136.32 
17291,218.47 
17371,31.51 
17407,397.93 
17714,18.89 
17769,48.83 
17783,82.16 
17886,13.45 
17944,10.26 
17954,19.91 
17985,31.58 
18029,80.52 
18044,1712.82 
18070,382.16 
18188,9.55 
18220,8.39 
18227,6.96 
18256,48.77 
18362,21.82 
18419,842.64 
18458,66.74 
18460,474.77 
18493,34.57 
18525,12.42 
18527,718.26 
18528,20.61 
18565,28.14 
18662,30.87 
18700,404.25 
18715,565.59 
18762,712.02 
18765,721.18 
18830,108.94 
18831,21.97 
18835,6.34 
18972,369.22 
18978,60.25 
19016,204.33 
19021,127.31 
19059,923.48 
19193,32.82 
19294,183.67 
19342,244.40 
19350,36.34 
19377,53.37 
19405,105.44 
19451,238.79 
19588,126.50 
19659,176.52 
19679,127.06 
19831,1.07 
19839,267.25 
19884,280.21 
19949,11.04 
20113,40.25 
20195,11.71 
20247,439.65 
20287,15.14 
20295,323.77 
20319,598.07 
20472,177.32 
20519,171.36 
20526,1235.96 
20557,2868.24 
20588,12.31 
20652,2149.20 
20663,26.59 
20702,1.33 
20748,324.63 
20896,140.57 
20902,360.05 
20911,198.54 
21031,134.88 
21035,15.39 
21046,322.67 
21074,1326.89 
21169,0.43 
21192,27.09 
21229,440.28 
21247,263.67 
21466,103.37 
21522,81.60 
21532,46.40 
21535,14.04 
21554,1.29 
21671,506.43 
21741,84.90 
21764,36.98 
21793,2061.68 
22029,404.25 
22069,529.39 
22073,49.79 
22082,326.13 
22163,517.51 
22312,155.16 
22321,2.22 
22329,215.40 
22376,30.28 
22403,922.68 
22427,3925.05 
22469,872.22 
22482,567.75 
22531,26.00 
23152,11.69 
23450,74.93 
23601,341.09 
23667,68.08 
23743,234.58 
23820,185.20 
23926,151.81 
23961,65.50 
24023,59.04 
24110,1237.39 
24211,23.84 
24236,30.00 
24246,577.07 
24270,91.38 
24331,3.23 
24441,320.17 
24460,148.23 
24497,1227.28 
24616,33.40 
24630,142.92 
24678,1632.57 
24818,18.44 
24955,207.39 
25028,140.58 
25041,84.98 
25091,18.70 
25103,98.66 
25304,1483.41 
25375,67.15 
25389,86.10 
25415,655.87 
25483,69.00 
25493,110.37 
25559,9.76 
25843,1679.10 
25949,398.57 
26126,142.27 
26272,23.09 
26343,722.04 
26386,67.45 
26414,2.46 
26458,18.27 
26477,739.34 
26505,151.35 
26514,574.87 
26563,2.07 
26585,335.83 
26624,233.27 
26759,176.28 
26948,25.23 
26954,61.96 
26993,51.73 
27016,55.23 
27097,54.59 
27115,1203.29 
27213,2.48 
27455,599.50 
27463,55.50 
27579,15.43 
27662,6.45 
27727,218.91 
27761,147.82 
27774,5.74 
27790,11.61 
27947,402.18 
27953,0.01 
28012,2696.27 
28014,567.18 
28115,58.27 
28163,3.23 
28244,16.25 
28258,6.30 
28274,409.88 
28417,9.53 
28459,20.14 
28470,253.85 
28587,1673.99 
28704,184.97 
28761,430.87 
28831,179.70 
28855,122.97 
28938,220.57 
29321,32.55 
29441,9570.30 
29494,220.99 
29707,20.26 
29709,175.45 
29807,0.34 
29826,1.42 
30035,0.81 
30098,126.16 
30118,8.88 
30250,81.30 
30297,22.70 
30324,23.93 
30354,45.62 
30378,24.70 
30429,1020.96 
30468,18.73 
30520,156.98 
30531,202.07 
30825,482.06 
30890,248.83 
30907,54.95 
30972,52.85 
30993,685.41 
31085,101.87 
31169,10.17 
31280,13.08 
31320,124.84 
31365,120.89 
31385,391.71 
31443,127.12 
31506,155.82 
31535,1674.19 
31628,98.09 
31654,341.62 
31705,310.52 
31792,82.68 
31795,383.01 
31907,30.76 
31995,5.93 
32159,216.26 
32192,397.81 
32328,392.95 
32332,258.85 
32390,25.21 
32428,31.82 
32443,1150.37 
32725,20.37 
32732,11.47 
32865,14.30 
32973,408.52 
32993,675.36 
33006,222.44 
33031,194.31 
33053,23.26 
33079,252.37 
33084,59.83 
33095,343.78 
33348,16.55 
33395,85.53 
33400,95.85 
33492,435.63 
33524,47.11 
33652,74.17 
33699,35.49 
33757,0.78 
33777,4.95 
33951,200.47 
33988,38.20 
34016,197.66 
34066,91.74 
34124,147.58 
34163,120.89 
34209,159.10 
34263,1665.85 
34294,34.36 
34300,3.63 
34306,47.30 
34352,1730.55 
34380,207.43 
34383,129.16 
34387,58.44 
34413,100.88 
34451,84.53 
34547,20.39 
34572,170.79 
34580,19.40 
34585,837.94 
34707,33.06 
34913,331.86 
34939,60.40 
34943,78.47 
34950,2.23 
34954,229.37 
35045,36.72 
35070,133.38 
35084,12.74 
35119,213.40 
35133,47.91 
35157,158.34 
35229,412.63 
35262,2.38 
35322,305.17 
35362,61.31 
35410,2164.66 
35453,14.76 
35515,56.03 
35568,23.56 
35582,18.02 
35592,1817.44 
35616,442.05 
35635,87.47 
35675,190.95 
35686,121.37 
35735,71.49 
35753,17.91 
35763,244.91 
35769,380.05 
35856,121.28 
35955,61.52 
35984,180.01 
36005,26.25 
36095,452.75 
36101,170.09 
36128,326.43 
36166,922.90 
36245,170.16 
36262,313.78 
36318,132.79 
36324,245.13 
36357,83.90 
36359,130.47 
36385,8.35 
36386,31.96 
36398,68.70 
36480,178.05 
36537,19.68 
36548,40.99 
36600,180.55 
36624,513.52 
36671,15211.51 
36699,49.66 
36782,608.90 
36869,342.33 
36935,469.70 
36958,182.64 
36964,161.90 
37049,270.98 
37148,4615.08 
37166,393.81 
37214,164.07 
37272,63.22 
37294,153.27 
37396,226.44 
37416,0.20 
37436,158.65 
37499,67.35 
37647,138.42 
37669,310.43 
37675,658.20 
37718,25.03 
37735,189.06 
37777,113.83 
37792,31.78 
37863,479.38 
37883,132.49 
38175,30.70 
38213,524.82 
38270,2440.55 
38274,50.31 
38329,368.51 
38381,533.99 
38382,62.49 
38469,0.28 
38616,186.63 
38679,697.99 
38732,98.12 
38742,28.91 
38747,417.88 
38773,157.27 
38776,3.62 
38976,33.53 
39376,72.68 
39437,161.01 
39555,100.30 
39579,57.33 
39699,38.70 
39713,59.05 
39716,240.96 
39780,33.82 
39826,22.27 
39861,71.64 
39867,4.34 
39908,35.94 
40090,74.37 
40140,72.62 
40161,164.27 
40253,258.70 
40578,52.14 
40611,35.71 
40822,52.87 
40957,1.72 
40958,465.86 
41192,95.65 
41198,27.13 
41301,121.83 
41304,86.56 
41342,25.27 
41627,427.16 
41873,62.42 
41909,344.13 
42117,396.76 
42122,40.23 
42214,156.21 
42339,4.46 
42397,50.72 
42478,99.09 
42479,2239.96 
42499,113.79 
42556,492.68 
